"region","utbildningsnivå","ålder","kön","X2019"
"Skinnskatteberg","forskarutbildning","45-54 år","män",0
"Skinnskatteberg","forskarutbildning","45-54 år","kvinnor",0
"Skinnskatteberg","forskarutbildning","55-64 år","män",3
"Skinnskatteberg","forskarutbildning","55-64 år","kvinnor",0
"Skinnskatteberg","forskarutbildning","65-74 år","män",3
"Skinnskatteberg","forskarutbildning","65-74 år","kvinnor",1
"Skinnskatteberg","forskarutbildning","75-84 år","män",1
"Skinnskatteberg","forskarutbildning","75-84 år","kvinnor",0
"Skinnskatteberg","forskarutbildning","85-94 år","män",0
"Skinnskatteberg","forskarutbildning","85-94 år","kvinnor",0
"Skinnskatteberg","forskarutbildning","95+ år","män",0
"Skinnskatteberg","forskarutbildning","95+ år","kvinnor",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","16-24 år","män",33
"Skinnskatteberg","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",10
"Skinnskatteberg","uppgift om utbildningsnivå saknas","25-34 år","män",7
"Skinnskatteberg","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",4
"Skinnskatteberg","uppgift om utbildningsnivå saknas","35-44 år","män",4
"Skinnskatteberg","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",7
"Skinnskatteberg","uppgift om utbildningsnivå saknas","45-54 år","män",6
"Skinnskatteberg","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",2
"Skinnskatteberg","uppgift om utbildningsnivå saknas","55-64 år","män",3
"Skinnskatteberg","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","65-74 år","män",6
"Skinnskatteberg","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",1
"Skinnskatteberg","uppgift om utbildningsnivå saknas","75-84 år","män",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","85-94 år","män",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",1
"Skinnskatteberg","uppgift om utbildningsnivå saknas","95+ år","män",0
"Skinnskatteberg","uppgift om utbildningsnivå saknas","95+ år","kvinnor",0
"Surahammar","förgymnasial utbildning kortare än 9 år","16-24 år","män",4
"Surahammar","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",1
"Surahammar","förgymnasial utbildning kortare än 9 år","25-34 år","män",12
"Surahammar","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",15
"Surahammar","förgymnasial utbildning kortare än 9 år","35-44 år","män",11
"Surahammar","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",22
"Surahammar","förgymnasial utbildning kortare än 9 år","45-54 år","män",9
"Surahammar","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",17
"Surahammar","förgymnasial utbildning kortare än 9 år","55-64 år","män",12
"Surahammar","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",16
"Surahammar","förgymnasial utbildning kortare än 9 år","65-74 år","män",60
"Surahammar","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",65
"Surahammar","förgymnasial utbildning kortare än 9 år","75-84 år","män",153
"Surahammar","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",134
"Surahammar","förgymnasial utbildning kortare än 9 år","85-94 år","män",54
"Surahammar","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",104
"Surahammar","förgymnasial utbildning kortare än 9 år","95+ år","män",6
"Surahammar","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",8
"Surahammar","förgymnasial utbildning, 9 (10) år","16-24 år","män",235
"Surahammar","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",200
"Surahammar","förgymnasial utbildning, 9 (10) år","25-34 år","män",95
"Surahammar","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",45
"Surahammar","förgymnasial utbildning, 9 (10) år","35-44 år","män",66
"Surahammar","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",49
"Surahammar","förgymnasial utbildning, 9 (10) år","45-54 år","män",74
"Surahammar","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",47
"Surahammar","förgymnasial utbildning, 9 (10) år","55-64 år","män",122
"Surahammar","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",79
"Surahammar","förgymnasial utbildning, 9 (10) år","65-74 år","män",150
"Surahammar","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",119
"Surahammar","förgymnasial utbildning, 9 (10) år","75-84 år","män",46
"Surahammar","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",85
"Surahammar","förgymnasial utbildning, 9 (10) år","85-94 år","män",5
"Surahammar","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",8
"Surahammar","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Surahammar","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",0
"Surahammar","gymnasial utbildning, högst 2 år","16-24 år","män",16
"Surahammar","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",14
"Surahammar","gymnasial utbildning, högst 2 år","25-34 år","män",73
"Surahammar","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",65
"Surahammar","gymnasial utbildning, högst 2 år","35-44 år","män",73
"Surahammar","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",73
"Surahammar","gymnasial utbildning, högst 2 år","45-54 år","män",357
"Surahammar","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",214
"Surahammar","gymnasial utbildning, högst 2 år","55-64 år","män",337
"Surahammar","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",262
"Surahammar","gymnasial utbildning, högst 2 år","65-74 år","män",247
"Surahammar","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",304
"Surahammar","gymnasial utbildning, högst 2 år","75-84 år","män",107
"Surahammar","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",142
"Surahammar","gymnasial utbildning, högst 2 år","85-94 år","män",18
"Surahammar","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",42
"Surahammar","gymnasial utbildning, högst 2 år","95+ år","män",0
"Surahammar","gymnasial utbildning, högst 2 år","95+ år","kvinnor",4
"Surahammar","gymnasial utbildning, 3 år","16-24 år","män",168
"Surahammar","gymnasial utbildning, 3 år","16-24 år","kvinnor",155
"Surahammar","gymnasial utbildning, 3 år","25-34 år","män",313
"Surahammar","gymnasial utbildning, 3 år","25-34 år","kvinnor",229
"Surahammar","gymnasial utbildning, 3 år","35-44 år","män",245
"Surahammar","gymnasial utbildning, 3 år","35-44 år","kvinnor",210
"Surahammar","gymnasial utbildning, 3 år","45-54 år","män",135
"Surahammar","gymnasial utbildning, 3 år","45-54 år","kvinnor",160
"Surahammar","gymnasial utbildning, 3 år","55-64 år","män",87
"Surahammar","gymnasial utbildning, 3 år","55-64 år","kvinnor",95
"Surahammar","gymnasial utbildning, 3 år","65-74 år","män",110
"Surahammar","gymnasial utbildning, 3 år","65-74 år","kvinnor",66
"Surahammar","gymnasial utbildning, 3 år","75-84 år","män",71
"Surahammar","gymnasial utbildning, 3 år","75-84 år","kvinnor",16
"Surahammar","gymnasial utbildning, 3 år","85-94 år","män",18
"Surahammar","gymnasial utbildning, 3 år","85-94 år","kvinnor",6
"Surahammar","gymnasial utbildning, 3 år","95+ år","män",1
"Surahammar","gymnasial utbildning, 3 år","95+ år","kvinnor",0
"Surahammar","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",13
"Surahammar","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",14
"Surahammar","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",47
"Surahammar","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",63
"Surahammar","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",54
"Surahammar","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",71
"Surahammar","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",69
"Surahammar","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",81
"Surahammar","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",67
"Surahammar","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",66
"Surahammar","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",69
"Surahammar","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",46
"Surahammar","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",28
"Surahammar","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",27
"Surahammar","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",7
"Surahammar","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",5
"Surahammar","eftergymnasial utbildning, mindre än 3 år","95+ år","män",0
"Surahammar","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",0
"Surahammar","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",0
"Surahammar","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",3
"Surahammar","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",37
"Surahammar","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",106
"Surahammar","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",75
"Surahammar","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",138
"Surahammar","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",55
"Surahammar","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",100
"Surahammar","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",32
"Surahammar","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",78
"Surahammar","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",42
"Surahammar","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",61
"Surahammar","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",23
"Surahammar","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",28
"Surahammar","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",4
"Surahammar","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",6
"Surahammar","eftergymnasial utbildning, 3 år eller mer","95+ år","män",0
"Surahammar","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",0
"Surahammar","forskarutbildning","16-24 år","män",0
"Surahammar","forskarutbildning","16-24 år","kvinnor",0
"Surahammar","forskarutbildning","25-34 år","män",0
"Surahammar","forskarutbildning","25-34 år","kvinnor",0
"Surahammar","forskarutbildning","35-44 år","män",1
"Surahammar","forskarutbildning","35-44 år","kvinnor",2
"Surahammar","forskarutbildning","45-54 år","män",3
"Surahammar","forskarutbildning","45-54 år","kvinnor",0
"Surahammar","forskarutbildning","55-64 år","män",0
"Surahammar","forskarutbildning","55-64 år","kvinnor",1
"Surahammar","forskarutbildning","65-74 år","män",7
"Surahammar","forskarutbildning","65-74 år","kvinnor",2
"Surahammar","forskarutbildning","75-84 år","män",0
"Surahammar","forskarutbildning","75-84 år","kvinnor",0
"Surahammar","forskarutbildning","85-94 år","män",0
"Surahammar","forskarutbildning","85-94 år","kvinnor",0
"Surahammar","forskarutbildning","95+ år","män",0
"Surahammar","forskarutbildning","95+ år","kvinnor",0
"Surahammar","uppgift om utbildningsnivå saknas","16-24 år","män",29
"Surahammar","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",27
"Surahammar","uppgift om utbildningsnivå saknas","25-34 år","män",15
"Surahammar","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",14
"Surahammar","uppgift om utbildningsnivå saknas","35-44 år","män",10
"Surahammar","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",6
"Surahammar","uppgift om utbildningsnivå saknas","45-54 år","män",10
"Surahammar","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",4
"Surahammar","uppgift om utbildningsnivå saknas","55-64 år","män",5
"Surahammar","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",7
"Surahammar","uppgift om utbildningsnivå saknas","65-74 år","män",3
"Surahammar","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",4
"Surahammar","uppgift om utbildningsnivå saknas","75-84 år","män",6
"Surahammar","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",2
"Surahammar","uppgift om utbildningsnivå saknas","85-94 år","män",0
"Surahammar","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",0
"Surahammar","uppgift om utbildningsnivå saknas","95+ år","män",0
"Surahammar","uppgift om utbildningsnivå saknas","95+ år","kvinnor",0
"Kungsör","förgymnasial utbildning kortare än 9 år","16-24 år","män",9
"Kungsör","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",5
"Kungsör","förgymnasial utbildning kortare än 9 år","25-34 år","män",24
"Kungsör","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",23
"Kungsör","förgymnasial utbildning kortare än 9 år","35-44 år","män",27
"Kungsör","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",33
"Kungsör","förgymnasial utbildning kortare än 9 år","45-54 år","män",17
"Kungsör","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",11
"Kungsör","förgymnasial utbildning kortare än 9 år","55-64 år","män",10
"Kungsör","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",14
"Kungsör","förgymnasial utbildning kortare än 9 år","65-74 år","män",60
"Kungsör","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",56
"Kungsör","förgymnasial utbildning kortare än 9 år","75-84 år","män",135
"Kungsör","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",132
"Kungsör","förgymnasial utbildning kortare än 9 år","85-94 år","män",36
"Kungsör","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",64
"Kungsör","förgymnasial utbildning kortare än 9 år","95+ år","män",1
"Kungsör","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",8
"Kungsör","förgymnasial utbildning, 9 (10) år","16-24 år","män",203
"Kungsör","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",176
"Kungsör","förgymnasial utbildning, 9 (10) år","25-34 år","män",52
"Kungsör","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",45
"Kungsör","förgymnasial utbildning, 9 (10) år","35-44 år","män",55
"Kungsör","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",36
"Kungsör","förgymnasial utbildning, 9 (10) år","45-54 år","män",62
"Kungsör","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",32
"Kungsör","förgymnasial utbildning, 9 (10) år","55-64 år","män",119
"Kungsör","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",70
"Kungsör","förgymnasial utbildning, 9 (10) år","65-74 år","män",124
"Kungsör","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",79
"Kungsör","förgymnasial utbildning, 9 (10) år","75-84 år","män",21
"Kungsör","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",36
"Kungsör","förgymnasial utbildning, 9 (10) år","85-94 år","män",0
"Kungsör","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",14
"Kungsör","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Kungsör","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",0
"Kungsör","gymnasial utbildning, högst 2 år","16-24 år","män",22
"Kungsör","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",16
"Kungsör","gymnasial utbildning, högst 2 år","25-34 år","män",60
"Kungsör","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",53
"Kungsör","gymnasial utbildning, högst 2 år","35-44 år","män",66
"Kungsör","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",55
"Kungsör","gymnasial utbildning, högst 2 år","45-54 år","män",269
"Kungsör","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",157
"Kungsör","gymnasial utbildning, högst 2 år","55-64 år","män",250
"Kungsör","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",192
"Kungsör","gymnasial utbildning, högst 2 år","65-74 år","män",168
"Kungsör","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",220
"Kungsör","gymnasial utbildning, högst 2 år","75-84 år","män",89
"Kungsör","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",115
"Kungsör","gymnasial utbildning, högst 2 år","85-94 år","män",17
"Kungsör","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",31
"Kungsör","gymnasial utbildning, högst 2 år","95+ år","män",2
"Kungsör","gymnasial utbildning, högst 2 år","95+ år","kvinnor",1
"Kungsör","gymnasial utbildning, 3 år","16-24 år","män",147
"Kungsör","gymnasial utbildning, 3 år","16-24 år","kvinnor",100
"Kungsör","gymnasial utbildning, 3 år","25-34 år","män",230
"Kungsör","gymnasial utbildning, 3 år","25-34 år","kvinnor",169
"Kungsör","gymnasial utbildning, 3 år","35-44 år","män",197
"Kungsör","gymnasial utbildning, 3 år","35-44 år","kvinnor",136
"Kungsör","gymnasial utbildning, 3 år","45-54 år","män",106
"Kungsör","gymnasial utbildning, 3 år","45-54 år","kvinnor",121
"Kungsör","gymnasial utbildning, 3 år","55-64 år","män",65
"Kungsör","gymnasial utbildning, 3 år","55-64 år","kvinnor",96
"Kungsör","gymnasial utbildning, 3 år","65-74 år","män",105
"Kungsör","gymnasial utbildning, 3 år","65-74 år","kvinnor",69
"Kungsör","gymnasial utbildning, 3 år","75-84 år","män",62
"Kungsör","gymnasial utbildning, 3 år","75-84 år","kvinnor",22
"Kungsör","gymnasial utbildning, 3 år","85-94 år","män",17
"Kungsör","gymnasial utbildning, 3 år","85-94 år","kvinnor",4
"Kungsör","gymnasial utbildning, 3 år","95+ år","män",1
"Kungsör","gymnasial utbildning, 3 år","95+ år","kvinnor",0
"Kungsör","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",15
"Kungsör","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",24
"Kungsör","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",57
"Kungsör","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",59
"Kungsör","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",46
"Kungsör","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",64
"Kungsör","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",104
"Kungsör","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",88
"Kungsör","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",68
"Kungsör","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",65
"Kungsör","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",55
"Kungsör","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",73
"Kungsör","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",24
"Kungsör","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",28
"Kungsör","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",8
"Kungsör","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",5
"Kungsör","eftergymnasial utbildning, mindre än 3 år","95+ år","män",0
"Kungsör","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",0
"Kungsör","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",0
"Kungsör","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",8
"Kungsör","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",37
"Kungsör","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",107
"Kungsör","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",52
"Kungsör","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",140
"Kungsör","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",44
"Kungsör","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",111
"Kungsör","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",45
"Kungsör","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",82
"Kungsör","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",55
"Kungsör","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",74
"Kungsör","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",22
"Kungsör","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",27
"Kungsör","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",4
"Kungsör","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",3
"Kungsör","eftergymnasial utbildning, 3 år eller mer","95+ år","män",0
"Kungsör","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",0
"Kungsör","forskarutbildning","16-24 år","män",0
"Kungsör","forskarutbildning","16-24 år","kvinnor",0
"Kungsör","forskarutbildning","25-34 år","män",0
"Kungsör","forskarutbildning","25-34 år","kvinnor",1
"Kungsör","forskarutbildning","35-44 år","män",2
"Kungsör","forskarutbildning","35-44 år","kvinnor",3
"Kungsör","forskarutbildning","45-54 år","män",1
"Kungsör","forskarutbildning","45-54 år","kvinnor",4
"Kungsör","forskarutbildning","55-64 år","män",0
"Kungsör","forskarutbildning","55-64 år","kvinnor",1
"Kungsör","forskarutbildning","65-74 år","män",3
"Kungsör","forskarutbildning","65-74 år","kvinnor",0
"Kungsör","forskarutbildning","75-84 år","män",2
"Kungsör","forskarutbildning","75-84 år","kvinnor",0
"Kungsör","forskarutbildning","85-94 år","män",0
"Kungsör","forskarutbildning","85-94 år","kvinnor",0
"Kungsör","forskarutbildning","95+ år","män",0
"Kungsör","forskarutbildning","95+ år","kvinnor",0
"Kungsör","uppgift om utbildningsnivå saknas","16-24 år","män",51
"Kungsör","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",21
"Kungsör","uppgift om utbildningsnivå saknas","25-34 år","män",13
"Kungsör","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",13
"Kungsör","uppgift om utbildningsnivå saknas","35-44 år","män",10
"Kungsör","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",7
"Kungsör","uppgift om utbildningsnivå saknas","45-54 år","män",13
"Kungsör","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",9
"Kungsör","uppgift om utbildningsnivå saknas","55-64 år","män",7
"Kungsör","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",9
"Kungsör","uppgift om utbildningsnivå saknas","65-74 år","män",9
"Kungsör","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",3
"Kungsör","uppgift om utbildningsnivå saknas","75-84 år","män",3
"Kungsör","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",1
"Kungsör","uppgift om utbildningsnivå saknas","85-94 år","män",1
"Kungsör","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",3
"Kungsör","uppgift om utbildningsnivå saknas","95+ år","män",1
"Kungsör","uppgift om utbildningsnivå saknas","95+ år","kvinnor",0
"Hallstahammar","förgymnasial utbildning kortare än 9 år","16-24 år","män",23
"Hallstahammar","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",5
"Hallstahammar","förgymnasial utbildning kortare än 9 år","25-34 år","män",30
"Hallstahammar","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",35
"Hallstahammar","förgymnasial utbildning kortare än 9 år","35-44 år","män",26
"Hallstahammar","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",45
"Hallstahammar","förgymnasial utbildning kortare än 9 år","45-54 år","män",19
"Hallstahammar","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",28
"Hallstahammar","förgymnasial utbildning kortare än 9 år","55-64 år","män",21
"Hallstahammar","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",37
"Hallstahammar","förgymnasial utbildning kortare än 9 år","65-74 år","män",88
"Hallstahammar","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",82
"Hallstahammar","förgymnasial utbildning kortare än 9 år","75-84 år","män",236
"Hallstahammar","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",232
"Hallstahammar","förgymnasial utbildning kortare än 9 år","85-94 år","män",85
"Hallstahammar","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",155
"Hallstahammar","förgymnasial utbildning kortare än 9 år","95+ år","män",8
"Hallstahammar","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",16
"Hallstahammar","förgymnasial utbildning, 9 (10) år","16-24 år","män",359
"Hallstahammar","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",305
"Hallstahammar","förgymnasial utbildning, 9 (10) år","25-34 år","män",150
"Hallstahammar","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",83
"Hallstahammar","förgymnasial utbildning, 9 (10) år","35-44 år","män",113
"Hallstahammar","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",53
"Hallstahammar","förgymnasial utbildning, 9 (10) år","45-54 år","män",100
"Hallstahammar","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",58
"Hallstahammar","förgymnasial utbildning, 9 (10) år","55-64 år","män",171
"Hallstahammar","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",124
"Hallstahammar","förgymnasial utbildning, 9 (10) år","65-74 år","män",171
"Hallstahammar","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",165
"Hallstahammar","förgymnasial utbildning, 9 (10) år","75-84 år","män",48
"Hallstahammar","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",80
"Hallstahammar","förgymnasial utbildning, 9 (10) år","85-94 år","män",7
"Hallstahammar","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",31
"Hallstahammar","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Hallstahammar","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",6
"Hallstahammar","gymnasial utbildning, högst 2 år","16-24 år","män",25
"Hallstahammar","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",19
"Hallstahammar","gymnasial utbildning, högst 2 år","25-34 år","män",142
"Hallstahammar","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",110
"Hallstahammar","gymnasial utbildning, högst 2 år","35-44 år","män",147
"Hallstahammar","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",96
"Hallstahammar","gymnasial utbildning, högst 2 år","45-54 år","män",470
"Hallstahammar","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",286
"Hallstahammar","gymnasial utbildning, högst 2 år","55-64 år","män",512
"Hallstahammar","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",391
"Hallstahammar","gymnasial utbildning, högst 2 år","65-74 år","män",357
"Hallstahammar","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",470
"Hallstahammar","gymnasial utbildning, högst 2 år","75-84 år","män",138
"Hallstahammar","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",281
"Hallstahammar","gymnasial utbildning, högst 2 år","85-94 år","män",15
"Hallstahammar","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",72
"Hallstahammar","gymnasial utbildning, högst 2 år","95+ år","män",2
"Hallstahammar","gymnasial utbildning, högst 2 år","95+ år","kvinnor",4
"Hallstahammar","gymnasial utbildning, 3 år","16-24 år","män",286
"Hallstahammar","gymnasial utbildning, 3 år","16-24 år","kvinnor",287
"Hallstahammar","gymnasial utbildning, 3 år","25-34 år","män",521
"Hallstahammar","gymnasial utbildning, 3 år","25-34 år","kvinnor",375
"Hallstahammar","gymnasial utbildning, 3 år","35-44 år","män",351
"Hallstahammar","gymnasial utbildning, 3 år","35-44 år","kvinnor",269
"Hallstahammar","gymnasial utbildning, 3 år","45-54 år","män",216
"Hallstahammar","gymnasial utbildning, 3 år","45-54 år","kvinnor",231
"Hallstahammar","gymnasial utbildning, 3 år","55-64 år","män",111
"Hallstahammar","gymnasial utbildning, 3 år","55-64 år","kvinnor",130
"Hallstahammar","gymnasial utbildning, 3 år","65-74 år","män",195
