"region","hushållstyp","boendeform","X2019"
"Kumla","sammanboende utan barn","småhus, bostadsrätt",57
"Kumla","sammanboende utan barn","småhus, hyresrätt",34
"Kumla","sammanboende utan barn","flerbostadshus, bostadsrätt",141
"Kumla","sammanboende utan barn","flerbostadshus, hyresrätt",457
"Kumla","sammanboende utan barn","specialbostad",16
"Kumla","sammanboende utan barn","övrigt boende",12
"Kumla","sammanboende utan barn","uppgift saknas",41
"Kumla","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",537
"Kumla","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",20
"Kumla","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",16
"Kumla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",8
"Kumla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",114
"Kumla","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Kumla","sammanboende med barn 0-24 år, 1 barn","övrigt boende",5
"Kumla","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",70
"Kumla","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",975
"Kumla","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",29
"Kumla","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",23
"Kumla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",0
"Kumla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",103
"Kumla","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Kumla","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Kumla","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",85
"Kumla","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",323
"Kumla","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",14
"Kumla","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",16
"Kumla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Kumla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",76
"Kumla","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Kumla","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Kumla","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",35
"Kumla","övriga hushåll utan barn 0-24 år","småhus, äganderätt",208
"Kumla","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",0
"Kumla","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",9
"Kumla","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",24
"Kumla","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",158
"Kumla","övriga hushåll utan barn 0-24 år","specialbostad",10
"Kumla","övriga hushåll utan barn 0-24 år","övrigt boende",9
"Kumla","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Kumla","övriga hushåll med barn 0-24 år","småhus, äganderätt",91
"Kumla","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Kumla","övriga hushåll med barn 0-24 år","småhus, hyresrätt",8
"Kumla","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Kumla","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",56
"Kumla","övriga hushåll med barn 0-24 år","specialbostad",0
"Kumla","övriga hushåll med barn 0-24 år","övrigt boende",0
"Kumla","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Askersund","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",153
"Askersund","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",6
"Askersund","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",18
"Askersund","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",26
"Askersund","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",185
"Askersund","ensamstående kvinnor -64 år utan barn","specialbostad",15
"Askersund","ensamstående kvinnor -64 år utan barn","övrigt boende",6
"Askersund","ensamstående kvinnor -64 år utan barn","uppgift saknas",13
"Askersund","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",251
"Askersund","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",8
"Askersund","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",17
"Askersund","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",64
"Askersund","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",212
"Askersund","ensamstående kvinnor 65- år utan barn","specialbostad",63
"Askersund","ensamstående kvinnor 65- år utan barn","övrigt boende",5
"Askersund","ensamstående kvinnor 65- år utan barn","uppgift saknas",23
"Askersund","ensamstående män -64 år utan barn","småhus, äganderätt",345
"Askersund","ensamstående män -64 år utan barn","småhus, bostadsrätt",9
"Askersund","ensamstående män -64 år utan barn","småhus, hyresrätt",14
"Askersund","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",24
"Askersund","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",248
"Askersund","ensamstående män -64 år utan barn","specialbostad",10
"Askersund","ensamstående män -64 år utan barn","övrigt boende",12
"Askersund","ensamstående män -64 år utan barn","uppgift saknas",43
"Askersund","ensamstående män 65- år utan barn","småhus, äganderätt",245
"Askersund","ensamstående män 65- år utan barn","småhus, bostadsrätt",5
"Askersund","ensamstående män 65- år utan barn","småhus, hyresrätt",8
"Askersund","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",22
"Askersund","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",103
"Askersund","ensamstående män 65- år utan barn","specialbostad",29
"Askersund","ensamstående män 65- år utan barn","övrigt boende",0
"Askersund","ensamstående män 65- år utan barn","uppgift saknas",10
"Askersund","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",83
"Askersund","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",0
"Askersund","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",11
"Askersund","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Askersund","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",84
"Askersund","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Askersund","ensamstående kvinnor med barn 0-24 år","övrigt boende",6
"Askersund","ensamstående kvinnor med barn 0-24 år","uppgift saknas",7
"Askersund","ensamstående män med barn 0-24 år","småhus, äganderätt",66
"Askersund","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Askersund","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Askersund","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Askersund","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",15
"Askersund","ensamstående män med barn 0-24 år","specialbostad",0
"Askersund","ensamstående män med barn 0-24 år","övrigt boende",0
"Askersund","ensamstående män med barn 0-24 år","uppgift saknas",0
"Askersund","sammanboende utan barn","småhus, äganderätt",1408
"Askersund","sammanboende utan barn","småhus, bostadsrätt",41
"Askersund","sammanboende utan barn","småhus, hyresrätt",28
"Askersund","sammanboende utan barn","flerbostadshus, bostadsrätt",86
"Askersund","sammanboende utan barn","flerbostadshus, hyresrätt",169
"Askersund","sammanboende utan barn","specialbostad",8
"Askersund","sammanboende utan barn","övrigt boende",15
"Askersund","sammanboende utan barn","uppgift saknas",14
"Askersund","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",270
"Askersund","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",0
"Askersund","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",39
"Askersund","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Askersund","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Askersund","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",0
"Askersund","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",384
"Askersund","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",5
"Askersund","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",35
"Askersund","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Askersund","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Askersund","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",0
"Askersund","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",180
"Askersund","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",5
"Askersund","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Askersund","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",30
"Askersund","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Askersund","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Askersund","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",0
"Askersund","övriga hushåll utan barn 0-24 år","småhus, äganderätt",158
"Askersund","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",0
"Askersund","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",7
"Askersund","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",11
"Askersund","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",59
"Askersund","övriga hushåll utan barn 0-24 år","specialbostad",6
"Askersund","övriga hushåll utan barn 0-24 år","övrigt boende",7
"Askersund","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Askersund","övriga hushåll med barn 0-24 år","småhus, äganderätt",46
"Askersund","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Askersund","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Askersund","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Askersund","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",14
"Askersund","övriga hushåll med barn 0-24 år","specialbostad",0
"Askersund","övriga hushåll med barn 0-24 år","övrigt boende",0
"Askersund","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Karlskoga","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",207
"Karlskoga","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",47
"Karlskoga","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",5
"Karlskoga","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",542
"Karlskoga","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",396
"Karlskoga","ensamstående kvinnor -64 år utan barn","specialbostad",52
"Karlskoga","ensamstående kvinnor -64 år utan barn","övrigt boende",27
"Karlskoga","ensamstående kvinnor -64 år utan barn","uppgift saknas",42
"Karlskoga","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",394
"Karlskoga","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",37
"Karlskoga","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",0
"Karlskoga","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",792
"Karlskoga","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",353
"Karlskoga","ensamstående kvinnor 65- år utan barn","specialbostad",237
"Karlskoga","ensamstående kvinnor 65- år utan barn","övrigt boende",27
"Karlskoga","ensamstående kvinnor 65- år utan barn","uppgift saknas",39
"Karlskoga","ensamstående män -64 år utan barn","småhus, äganderätt",476
"Karlskoga","ensamstående män -64 år utan barn","småhus, bostadsrätt",35
"Karlskoga","ensamstående män -64 år utan barn","småhus, hyresrätt",9
"Karlskoga","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",867
"Karlskoga","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",595
"Karlskoga","ensamstående män -64 år utan barn","specialbostad",66
"Karlskoga","ensamstående män -64 år utan barn","övrigt boende",48
"Karlskoga","ensamstående män -64 år utan barn","uppgift saknas",72
"Karlskoga","ensamstående män 65- år utan barn","småhus, äganderätt",322
"Karlskoga","ensamstående män 65- år utan barn","småhus, bostadsrätt",7
"Karlskoga","ensamstående män 65- år utan barn","småhus, hyresrätt",6
"Karlskoga","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",339
"Karlskoga","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",157
"Karlskoga","ensamstående män 65- år utan barn","specialbostad",95
"Karlskoga","ensamstående män 65- år utan barn","övrigt boende",13
"Karlskoga","ensamstående män 65- år utan barn","uppgift saknas",16
"Karlskoga","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",184
"Karlskoga","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",27
"Karlskoga","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",11
"Karlskoga","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",104
"Karlskoga","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",319
"Karlskoga","ensamstående kvinnor med barn 0-24 år","specialbostad",9
"Karlskoga","ensamstående kvinnor med barn 0-24 år","övrigt boende",16
"Karlskoga","ensamstående kvinnor med barn 0-24 år","uppgift saknas",8
"Karlskoga","ensamstående män med barn 0-24 år","småhus, äganderätt",153
"Karlskoga","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Karlskoga","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Karlskoga","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",28
"Karlskoga","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",47
"Karlskoga","ensamstående män med barn 0-24 år","specialbostad",0
"Karlskoga","ensamstående män med barn 0-24 år","övrigt boende",0
"Karlskoga","ensamstående män med barn 0-24 år","uppgift saknas",0
"Karlskoga","sammanboende utan barn","småhus, äganderätt",2599
"Karlskoga","sammanboende utan barn","småhus, bostadsrätt",87
"Karlskoga","sammanboende utan barn","småhus, hyresrätt",21
"Karlskoga","sammanboende utan barn","flerbostadshus, bostadsrätt",818
"Karlskoga","sammanboende utan barn","flerbostadshus, hyresrätt",366
"Karlskoga","sammanboende utan barn","specialbostad",37
"Karlskoga","sammanboende utan barn","övrigt boende",49
"Karlskoga","sammanboende utan barn","uppgift saknas",33
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",716
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",29
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",6
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",83
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",110
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","specialbostad",5
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","övrigt boende",5
"Karlskoga","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",16
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",991
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",27
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",6
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",53
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",112
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","specialbostad",7
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","övrigt boende",8
"Karlskoga","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",9
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",365
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",6
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",5
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",8
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",133
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","specialbostad",7
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",11
"Karlskoga","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",0
"Karlskoga","övriga hushåll utan barn 0-24 år","småhus, äganderätt",320
"Karlskoga","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",20
"Karlskoga","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",6
"Karlskoga","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",142
"Karlskoga","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",162
"Karlskoga","övriga hushåll utan barn 0-24 år","specialbostad",22
"Karlskoga","övriga hushåll utan barn 0-24 år","övrigt boende",19
"Karlskoga","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Karlskoga","övriga hushåll med barn 0-24 år","småhus, äganderätt",98
"Karlskoga","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Karlskoga","övriga hushåll med barn 0-24 år","småhus, hyresrätt",6
"Karlskoga","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",30
"Karlskoga","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",59
"Karlskoga","övriga hushåll med barn 0-24 år","specialbostad",0
"Karlskoga","övriga hushåll med barn 0-24 år","övrigt boende",5
"Karlskoga","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Nora","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",119
"Nora","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",14
"Nora","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",26
"Nora","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",14
"Nora","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",178
"Nora","ensamstående kvinnor -64 år utan barn","specialbostad",9
"Nora","ensamstående kvinnor -64 år utan barn","övrigt boende",11
"Nora","ensamstående kvinnor -64 år utan barn","uppgift saknas",18
"Nora","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",197
"Nora","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",35
"Nora","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",42
"Nora","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",39
"Nora","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",224
"Nora","ensamstående kvinnor 65- år utan barn","specialbostad",29
"Nora","ensamstående kvinnor 65- år utan barn","övrigt boende",46
"Nora","ensamstående kvinnor 65- år utan barn","uppgift saknas",42
"Nora","ensamstående män -64 år utan barn","småhus, äganderätt",212
"Nora","ensamstående män -64 år utan barn","småhus, bostadsrätt",16
"Nora","ensamstående män -64 år utan barn","småhus, hyresrätt",15
"Nora","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",14
"Nora","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",249
"Nora","ensamstående män -64 år utan barn","specialbostad",14
"Nora","ensamstående män -64 år utan barn","övrigt boende",25
"Nora","ensamstående män -64 år utan barn","uppgift saknas",36
"Nora","ensamstående män 65- år utan barn","småhus, äganderätt",165
"Nora","ensamstående män 65- år utan barn","småhus, bostadsrätt",14
"Nora","ensamstående män 65- år utan barn","småhus, hyresrätt",17
"Nora","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",21
"Nora","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",91
"Nora","ensamstående män 65- år utan barn","specialbostad",14
"Nora","ensamstående män 65- år utan barn","övrigt boende",28
"Nora","ensamstående män 65- år utan barn","uppgift saknas",20
"Nora","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",69
"Nora","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",18
"Nora","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",10
"Nora","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",12
"Nora","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",82
"Nora","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Nora","ensamstående kvinnor med barn 0-24 år","övrigt boende",10
"Nora","ensamstående kvinnor med barn 0-24 år","uppgift saknas",6
"Nora","ensamstående män med barn 0-24 år","småhus, äganderätt",57
"Nora","ensamstående män med barn 0-24 år","småhus, bostadsrätt",5
"Nora","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Nora","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",5
"Nora","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",23
"Nora","ensamstående män med barn 0-24 år","specialbostad",0
"Nora","ensamstående män med barn 0-24 år","övrigt boende",6
"Nora","ensamstående män med barn 0-24 år","uppgift saknas",0
"Nora","sammanboende utan barn","småhus, äganderätt",1101
"Nora","sammanboende utan barn","småhus, bostadsrätt",59
"Nora","sammanboende utan barn","småhus, hyresrätt",47
"Nora","sammanboende utan barn","flerbostadshus, bostadsrätt",36
"Nora","sammanboende utan barn","flerbostadshus, hyresrätt",146
"Nora","sammanboende utan barn","specialbostad",0
"Nora","sammanboende utan barn","övrigt boende",22
"Nora","sammanboende utan barn","uppgift saknas",17
"Nora","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",224
"Nora","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",7
"Nora","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",6
"Nora","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",8
"Nora","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",45
"Nora","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Nora","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Nora","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",5
"Nora","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",386
"Nora","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",8
"Nora","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",10
"Nora","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",5
"Nora","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",46
"Nora","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Nora","sammanboende med barn 0-24 år, 2 barn","övrigt boende",6
"Nora","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",6
"Nora","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",148
"Nora","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",7
"Nora","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",8
"Nora","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Nora","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",39
"Nora","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Nora","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Nora","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",5
"Nora","övriga hushåll utan barn 0-24 år","småhus, äganderätt",156
"Nora","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",6
"Nora","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",11
"Nora","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",6
"Nora","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",65
"Nora","övriga hushåll utan barn 0-24 år","specialbostad",0
"Nora","övriga hushåll utan barn 0-24 år","övrigt boende",10
"Nora","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Nora","övriga hushåll med barn 0-24 år","småhus, äganderätt",58
"Nora","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Nora","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Nora","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Nora","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",26
"Nora","övriga hushåll med barn 0-24 år","specialbostad",0
"Nora","övriga hushåll med barn 0-24 år","övrigt boende",0
"Nora","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Lindesberg","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",248
"Lindesberg","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",21
"Lindesberg","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",17
"Lindesberg","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",106
"Lindesberg","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",383
"Lindesberg","ensamstående kvinnor -64 år utan barn","specialbostad",17
"Lindesberg","ensamstående kvinnor -64 år utan barn","övrigt boende",35
"Lindesberg","ensamstående kvinnor -64 år utan barn","uppgift saknas",48
"Lindesberg","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",437
"Lindesberg","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",42
"Lindesberg","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",22
"Lindesberg","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",158
"Lindesberg","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",366
"Lindesberg","ensamstående kvinnor 65- år utan barn","specialbostad",102
"Lindesberg","ensamstående kvinnor 65- år utan barn","övrigt boende",66
"Lindesberg","ensamstående kvinnor 65- år utan barn","uppgift saknas",58
"Lindesberg","ensamstående män -64 år utan barn","småhus, äganderätt",558
"Lindesberg","ensamstående män -64 år utan barn","småhus, bostadsrätt",20
"Lindesberg","ensamstående män -64 år utan barn","småhus, hyresrätt",23
"Lindesberg","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",193
"Lindesberg","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",596
"Lindesberg","ensamstående män -64 år utan barn","specialbostad",16
"Lindesberg","ensamstående män -64 år utan barn","övrigt boende",39
"Lindesberg","ensamstående män -64 år utan barn","uppgift saknas",95
"Lindesberg","ensamstående män 65- år utan barn","småhus, äganderätt",404
"Lindesberg","ensamstående män 65- år utan barn","småhus, bostadsrätt",10
"Lindesberg","ensamstående män 65- år utan barn","småhus, hyresrätt",10
"Lindesberg","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",70
"Lindesberg","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",175
"Lindesberg","ensamstående män 65- år utan barn","specialbostad",37
"Lindesberg","ensamstående män 65- år utan barn","övrigt boende",25
"Lindesberg","ensamstående män 65- år utan barn","uppgift saknas",34
"Lindesberg","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",170
"Lindesberg","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",26
"Lindesberg","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",25
"Lindesberg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",15
"Lindesberg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",209
"Lindesberg","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Lindesberg","ensamstående kvinnor med barn 0-24 år","övrigt boende",13
"Lindesberg","ensamstående kvinnor med barn 0-24 år","uppgift saknas",15
"Lindesberg","ensamstående män med barn 0-24 år","småhus, äganderätt",141
"Lindesberg","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Lindesberg","ensamstående män med barn 0-24 år","småhus, hyresrätt",6
