"region","ålder","kön","födelseregion","X2019"
"Hällefors","23","kvinnor","Född i Sverige",24
"Hällefors","23","kvinnor","Utrikes född",6
"Hällefors","24","män","Född i Sverige",37
"Hällefors","24","män","Utrikes född",12
"Hällefors","24","kvinnor","Född i Sverige",32
"Hällefors","24","kvinnor","Utrikes född",12
"Hällefors","25","män","Född i Sverige",29
"Hällefors","25","män","Utrikes född",11
"Hällefors","25","kvinnor","Född i Sverige",32
"Hällefors","25","kvinnor","Utrikes född",7
"Ljusnarsberg","12","män","Född i Sverige",24
"Ljusnarsberg","12","män","Utrikes född",7
"Ljusnarsberg","12","kvinnor","Född i Sverige",13
"Ljusnarsberg","12","kvinnor","Utrikes född",5
"Ljusnarsberg","13","män","Född i Sverige",18
"Ljusnarsberg","13","män","Utrikes född",4
"Ljusnarsberg","13","kvinnor","Född i Sverige",15
"Ljusnarsberg","13","kvinnor","Utrikes född",5
"Ljusnarsberg","14","män","Född i Sverige",17
"Ljusnarsberg","14","män","Utrikes född",6
"Ljusnarsberg","14","kvinnor","Född i Sverige",17
"Ljusnarsberg","14","kvinnor","Utrikes född",6
"Ljusnarsberg","15","män","Född i Sverige",19
"Ljusnarsberg","15","män","Utrikes född",6
"Ljusnarsberg","15","kvinnor","Född i Sverige",15
"Ljusnarsberg","15","kvinnor","Utrikes född",8
"Ljusnarsberg","16","män","Född i Sverige",17
"Ljusnarsberg","16","män","Utrikes född",4
"Ljusnarsberg","16","kvinnor","Född i Sverige",22
"Ljusnarsberg","16","kvinnor","Utrikes född",2
"Ljusnarsberg","17","män","Född i Sverige",20
"Ljusnarsberg","17","män","Utrikes född",9
"Ljusnarsberg","17","kvinnor","Född i Sverige",16
"Ljusnarsberg","17","kvinnor","Utrikes född",5
"Ljusnarsberg","18","män","Född i Sverige",23
"Ljusnarsberg","18","män","Utrikes född",5
"Ljusnarsberg","18","kvinnor","Född i Sverige",19
"Ljusnarsberg","18","kvinnor","Utrikes född",4
"Ljusnarsberg","19","män","Född i Sverige",28
"Ljusnarsberg","19","män","Utrikes född",4
"Ljusnarsberg","19","kvinnor","Född i Sverige",15
"Ljusnarsberg","19","kvinnor","Utrikes född",4
"Ljusnarsberg","20","män","Född i Sverige",20
"Ljusnarsberg","20","män","Utrikes född",8
"Ljusnarsberg","20","kvinnor","Född i Sverige",9
"Ljusnarsberg","20","kvinnor","Utrikes född",2
"Ljusnarsberg","21","män","Född i Sverige",22
"Ljusnarsberg","21","män","Utrikes född",6
"Ljusnarsberg","21","kvinnor","Född i Sverige",18
"Ljusnarsberg","21","kvinnor","Utrikes född",7
"Ljusnarsberg","22","män","Född i Sverige",16
"Ljusnarsberg","22","män","Utrikes född",5
"Ljusnarsberg","22","kvinnor","Född i Sverige",12
"Ljusnarsberg","22","kvinnor","Utrikes född",6
"Ljusnarsberg","23","män","Född i Sverige",19
"Ljusnarsberg","23","män","Utrikes född",8
"Ljusnarsberg","23","kvinnor","Född i Sverige",11
"Ljusnarsberg","23","kvinnor","Utrikes född",1
"Ljusnarsberg","24","män","Född i Sverige",24
"Ljusnarsberg","24","män","Utrikes född",3
"Ljusnarsberg","24","kvinnor","Född i Sverige",13
"Ljusnarsberg","24","kvinnor","Utrikes född",6
"Ljusnarsberg","25","män","Född i Sverige",22
"Ljusnarsberg","25","män","Utrikes född",4
"Ljusnarsberg","25","kvinnor","Född i Sverige",16
"Ljusnarsberg","25","kvinnor","Utrikes född",4
"Örebro","12","män","Född i Sverige",855
"Örebro","12","män","Utrikes född",133
"Örebro","12","kvinnor","Född i Sverige",779
"Örebro","12","kvinnor","Utrikes född",101
"Örebro","13","män","Född i Sverige",779
"Örebro","13","män","Utrikes född",127
"Örebro","13","kvinnor","Född i Sverige",706
"Örebro","13","kvinnor","Utrikes född",142
"Örebro","14","män","Född i Sverige",721
"Örebro","14","män","Utrikes född",147
"Örebro","14","kvinnor","Född i Sverige",682
"Örebro","14","kvinnor","Utrikes född",143
"Örebro","15","män","Född i Sverige",728
"Örebro","15","män","Utrikes född",117
"Örebro","15","kvinnor","Född i Sverige",694
"Örebro","15","kvinnor","Utrikes född",131
"Örebro","16","män","Född i Sverige",696
"Örebro","16","män","Utrikes född",159
"Örebro","16","kvinnor","Född i Sverige",698
"Örebro","16","kvinnor","Utrikes född",145
"Örebro","17","män","Född i Sverige",676
"Örebro","17","män","Utrikes född",156
"Örebro","17","kvinnor","Född i Sverige",677
"Örebro","17","kvinnor","Utrikes född",158
"Örebro","18","män","Född i Sverige",697
"Örebro","18","män","Utrikes född",186
"Örebro","18","kvinnor","Född i Sverige",631
"Örebro","18","kvinnor","Utrikes född",168
"Örebro","19","män","Född i Sverige",738
"Örebro","19","män","Utrikes född",227
"Örebro","19","kvinnor","Född i Sverige",760
"Örebro","19","kvinnor","Utrikes född",191
"Örebro","20","män","Född i Sverige",771
"Örebro","20","män","Utrikes född",314
"Örebro","20","kvinnor","Född i Sverige",895
"Örebro","20","kvinnor","Utrikes född",221
"Örebro","21","män","Född i Sverige",851
"Örebro","21","män","Utrikes född",285
"Örebro","21","kvinnor","Född i Sverige",1037
"Örebro","21","kvinnor","Utrikes född",254
"Örebro","22","män","Född i Sverige",927
"Örebro","22","män","Utrikes född",260
"Örebro","22","kvinnor","Född i Sverige",1056
"Örebro","22","kvinnor","Utrikes född",292
"Örebro","23","män","Född i Sverige",1014
"Örebro","23","män","Utrikes född",286
"Örebro","23","kvinnor","Född i Sverige",1144
"Örebro","23","kvinnor","Utrikes född",243
"Örebro","24","män","Född i Sverige",1018
"Örebro","24","män","Utrikes född",261
"Örebro","24","kvinnor","Född i Sverige",1064
"Örebro","24","kvinnor","Utrikes född",224
"Örebro","25","män","Född i Sverige",1055
"Örebro","25","män","Utrikes född",248
"Örebro","25","kvinnor","Född i Sverige",1104
"Örebro","25","kvinnor","Utrikes född",219
"Kumla","12","män","Född i Sverige",148
"Kumla","12","män","Utrikes född",11
"Kumla","12","kvinnor","Född i Sverige",131
"Kumla","12","kvinnor","Utrikes född",15
"Kumla","13","män","Född i Sverige",103
"Kumla","13","män","Utrikes född",14
"Kumla","13","kvinnor","Född i Sverige",109
"Kumla","13","kvinnor","Utrikes född",20
"Kumla","14","män","Född i Sverige",107
"Kumla","14","män","Utrikes född",18
"Kumla","14","kvinnor","Född i Sverige",138
"Kumla","14","kvinnor","Utrikes född",20
"Kumla","15","män","Född i Sverige",125
"Kumla","15","män","Utrikes född",16
"Kumla","15","kvinnor","Född i Sverige",116
"Kumla","15","kvinnor","Utrikes född",12
"Kumla","16","män","Född i Sverige",135
"Kumla","16","män","Utrikes född",16
"Kumla","16","kvinnor","Född i Sverige",100
"Kumla","16","kvinnor","Utrikes född",11
"Kumla","17","män","Född i Sverige",127
"Kumla","17","män","Utrikes född",21
"Kumla","17","kvinnor","Född i Sverige",112
"Kumla","17","kvinnor","Utrikes född",14
"Kumla","18","män","Född i Sverige",120
"Kumla","18","män","Utrikes född",20
"Kumla","18","kvinnor","Född i Sverige",115
"Kumla","18","kvinnor","Utrikes född",22
"Kumla","19","män","Född i Sverige",119
"Kumla","19","män","Utrikes född",31
"Kumla","19","kvinnor","Född i Sverige",94
"Kumla","19","kvinnor","Utrikes född",22
"Kumla","20","män","Född i Sverige",91
"Kumla","20","män","Utrikes född",56
"Kumla","20","kvinnor","Född i Sverige",78
"Kumla","20","kvinnor","Utrikes född",16
"Kumla","21","män","Född i Sverige",81
"Kumla","21","män","Utrikes född",35
"Kumla","21","kvinnor","Född i Sverige",73
"Kumla","21","kvinnor","Utrikes född",17
"Kumla","22","män","Född i Sverige",75
"Kumla","22","män","Utrikes född",14
"Kumla","22","kvinnor","Född i Sverige",79
"Kumla","22","kvinnor","Utrikes född",15
"Kumla","23","män","Född i Sverige",95
"Kumla","23","män","Utrikes född",17
"Kumla","23","kvinnor","Född i Sverige",72
"Kumla","23","kvinnor","Utrikes född",18
"Kumla","24","män","Född i Sverige",86
"Kumla","24","män","Utrikes född",21
"Kumla","24","kvinnor","Född i Sverige",100
"Kumla","24","kvinnor","Utrikes född",14
"Kumla","25","män","Född i Sverige",90
"Kumla","25","män","Utrikes född",21
"Kumla","25","kvinnor","Född i Sverige",92
"Kumla","25","kvinnor","Utrikes född",16
"Askersund","12","män","Född i Sverige",41
"Askersund","12","män","Utrikes född",8
"Askersund","12","kvinnor","Född i Sverige",59
"Askersund","12","kvinnor","Utrikes född",1
"Askersund","13","män","Född i Sverige",60
"Askersund","13","män","Utrikes född",7
"Askersund","13","kvinnor","Född i Sverige",52
"Askersund","13","kvinnor","Utrikes född",9
"Askersund","14","män","Född i Sverige",61
"Askersund","14","män","Utrikes född",4
"Askersund","14","kvinnor","Född i Sverige",68
"Askersund","14","kvinnor","Utrikes född",7
"Askersund","15","män","Född i Sverige",40
"Askersund","15","män","Utrikes född",5
"Askersund","15","kvinnor","Född i Sverige",62
"Askersund","15","kvinnor","Utrikes född",5
"Askersund","16","män","Född i Sverige",56
"Askersund","16","män","Utrikes född",7
"Askersund","16","kvinnor","Född i Sverige",54
"Askersund","16","kvinnor","Utrikes född",5
"Askersund","17","män","Född i Sverige",45
"Askersund","17","män","Utrikes född",5
"Askersund","17","kvinnor","Född i Sverige",53
"Askersund","17","kvinnor","Utrikes född",2
"Askersund","18","män","Född i Sverige",49
"Askersund","18","män","Utrikes född",7
"Askersund","18","kvinnor","Född i Sverige",48
"Askersund","18","kvinnor","Utrikes född",7
"Askersund","19","män","Född i Sverige",66
"Askersund","19","män","Utrikes född",12
"Askersund","19","kvinnor","Född i Sverige",43
"Askersund","19","kvinnor","Utrikes född",6
"Askersund","20","män","Född i Sverige",48
"Askersund","20","män","Utrikes född",17
"Askersund","20","kvinnor","Född i Sverige",40
"Askersund","20","kvinnor","Utrikes född",7
"Askersund","21","män","Född i Sverige",44
"Askersund","21","män","Utrikes född",14
"Askersund","21","kvinnor","Född i Sverige",39
"Askersund","21","kvinnor","Utrikes född",7
"Askersund","22","män","Född i Sverige",52
"Askersund","22","män","Utrikes född",10
"Askersund","22","kvinnor","Född i Sverige",27
"Askersund","22","kvinnor","Utrikes född",1
"Askersund","23","män","Född i Sverige",36
"Askersund","23","män","Utrikes född",12
"Askersund","23","kvinnor","Född i Sverige",33
"Askersund","23","kvinnor","Utrikes född",6
"Askersund","24","män","Född i Sverige",51
"Askersund","24","män","Utrikes född",9
"Askersund","24","kvinnor","Född i Sverige",29
"Askersund","24","kvinnor","Utrikes född",4
"Askersund","25","män","Född i Sverige",51
"Askersund","25","män","Utrikes född",7
"Askersund","25","kvinnor","Född i Sverige",49
"Askersund","25","kvinnor","Utrikes född",4
"Karlskoga","12","män","Född i Sverige",154
"Karlskoga","12","män","Utrikes född",20
"Karlskoga","12","kvinnor","Född i Sverige",147
"Karlskoga","12","kvinnor","Utrikes född",32
"Karlskoga","13","män","Född i Sverige",165
"Karlskoga","13","män","Utrikes född",35
"Karlskoga","13","kvinnor","Född i Sverige",147
"Karlskoga","13","kvinnor","Utrikes född",25
"Karlskoga","14","män","Född i Sverige",142
"Karlskoga","14","män","Utrikes född",39
"Karlskoga","14","kvinnor","Född i Sverige",113
"Karlskoga","14","kvinnor","Utrikes född",20
"Karlskoga","15","män","Född i Sverige",148
"Karlskoga","15","män","Utrikes född",25
"Karlskoga","15","kvinnor","Född i Sverige",131
"Karlskoga","15","kvinnor","Utrikes född",37
"Karlskoga","16","män","Född i Sverige",147
"Karlskoga","16","män","Utrikes född",33
"Karlskoga","16","kvinnor","Född i Sverige",160
"Karlskoga","16","kvinnor","Utrikes född",40
"Karlskoga","17","män","Född i Sverige",160
"Karlskoga","17","män","Utrikes född",29
"Karlskoga","17","kvinnor","Född i Sverige",141
"Karlskoga","17","kvinnor","Utrikes född",40
"Karlskoga","18","män","Född i Sverige",156
"Karlskoga","18","män","Utrikes född",26
"Karlskoga","18","kvinnor","Född i Sverige",135
"Karlskoga","18","kvinnor","Utrikes född",26
"Karlskoga","19","män","Född i Sverige",148
"Karlskoga","19","män","Utrikes född",48
"Karlskoga","19","kvinnor","Född i Sverige",134
"Karlskoga","19","kvinnor","Utrikes född",22
"Karlskoga","20","män","Född i Sverige",122
"Karlskoga","20","män","Utrikes född",54
"Karlskoga","20","kvinnor","Född i Sverige",134
"Karlskoga","20","kvinnor","Utrikes född",26
"Karlskoga","21","män","Född i Sverige",129
"Karlskoga","21","män","Utrikes född",47
"Karlskoga","21","kvinnor","Född i Sverige",122
"Karlskoga","21","kvinnor","Utrikes född",38
"Karlskoga","22","män","Född i Sverige",127
"Karlskoga","22","män","Utrikes född",49
"Karlskoga","22","kvinnor","Född i Sverige",123
"Karlskoga","22","kvinnor","Utrikes född",33
"Karlskoga","23","män","Född i Sverige",144
"Karlskoga","23","män","Utrikes född",35
"Karlskoga","23","kvinnor","Född i Sverige",101
"Karlskoga","23","kvinnor","Utrikes född",27
"Karlskoga","24","män","Född i Sverige",131
"Karlskoga","24","män","Utrikes född",39
"Karlskoga","24","kvinnor","Född i Sverige",112
"Karlskoga","24","kvinnor","Utrikes född",30
"Karlskoga","25","män","Född i Sverige",156
"Karlskoga","25","män","Utrikes född",41
"Karlskoga","25","kvinnor","Född i Sverige",130
"Karlskoga","25","kvinnor","Utrikes född",24
"Nora","12","män","Född i Sverige",47
"Nora","12","män","Utrikes född",15
"Nora","12","kvinnor","Född i Sverige",63
"Nora","12","kvinnor","Utrikes född",6
"Nora","13","män","Född i Sverige",49
"Nora","13","män","Utrikes född",14
"Nora","13","kvinnor","Född i Sverige",60
"Nora","13","kvinnor","Utrikes född",9
"Nora","14","män","Född i Sverige",52
"Nora","14","män","Utrikes född",10
"Nora","14","kvinnor","Född i Sverige",57
"Nora","14","kvinnor","Utrikes född",9
"Nora","15","män","Född i Sverige",37
"Nora","15","män","Utrikes född",11
"Nora","15","kvinnor","Född i Sverige",55
"Nora","15","kvinnor","Utrikes född",11
"Nora","16","män","Född i Sverige",43
"Nora","16","män","Utrikes född",18
"Nora","16","kvinnor","Född i Sverige",40
"Nora","16","kvinnor","Utrikes född",5
"Nora","17","män","Född i Sverige",49
"Nora","17","män","Utrikes född",15
"Nora","17","kvinnor","Född i Sverige",40
"Nora","17","kvinnor","Utrikes född",10
"Nora","18","män","Född i Sverige",50
"Nora","18","män","Utrikes född",15
"Nora","18","kvinnor","Född i Sverige",50
"Nora","18","kvinnor","Utrikes född",11
"Nora","19","män","Född i Sverige",45
"Nora","19","män","Utrikes född",21
"Nora","19","kvinnor","Född i Sverige",46
"Nora","19","kvinnor","Utrikes född",9
"Nora","20","män","Född i Sverige",37
"Nora","20","män","Utrikes född",20
"Nora","20","kvinnor","Född i Sverige",22
"Nora","20","kvinnor","Utrikes född",6
"Nora","21","män","Född i Sverige",48
"Nora","21","män","Utrikes född",19
"Nora","21","kvinnor","Född i Sverige",42
"Nora","21","kvinnor","Utrikes född",5
"Nora","22","män","Född i Sverige",51
"Nora","22","män","Utrikes född",6
"Nora","22","kvinnor","Född i Sverige",37
"Nora","22","kvinnor","Utrikes född",3
"Nora","23","män","Född i Sverige",35
"Nora","23","män","Utrikes född",10
"Nora","23","kvinnor","Född i Sverige",20
"Nora","23","kvinnor","Utrikes född",6
"Nora","24","män","Född i Sverige",29
"Nora","24","män","Utrikes född",10
"Nora","24","kvinnor","Född i Sverige",38
"Nora","24","kvinnor","Utrikes född",10
"Nora","25","män","Född i Sverige",36
"Nora","25","män","Utrikes född",2
"Nora","25","kvinnor","Född i Sverige",34
"Nora","25","kvinnor","Utrikes född",9
"Lindesberg","12","män","Född i Sverige",133
"Lindesberg","12","män","Utrikes född",28
"Lindesberg","12","kvinnor","Född i Sverige",114
"Lindesberg","12","kvinnor","Utrikes född",19
"Lindesberg","13","män","Född i Sverige",101
"Lindesberg","13","män","Utrikes född",26
"Lindesberg","13","kvinnor","Född i Sverige",107
"Lindesberg","13","kvinnor","Utrikes född",28
"Lindesberg","14","män","Född i Sverige",100
"Lindesberg","14","män","Utrikes född",23
"Lindesberg","14","kvinnor","Född i Sverige",97
"Lindesberg","14","kvinnor","Utrikes född",32
"Lindesberg","15","män","Född i Sverige",121
"Lindesberg","15","män","Utrikes född",29
"Lindesberg","15","kvinnor","Född i Sverige",88
"Lindesberg","15","kvinnor","Utrikes född",17
"Lindesberg","16","män","Född i Sverige",101
"Lindesberg","16","män","Utrikes född",29
"Lindesberg","16","kvinnor","Född i Sverige",118
"Lindesberg","16","kvinnor","Utrikes född",29
"Lindesberg","17","män","Född i Sverige",99
"Lindesberg","17","män","Utrikes född",23
"Lindesberg","17","kvinnor","Född i Sverige",95
"Lindesberg","17","kvinnor","Utrikes född",24
"Lindesberg","18","män","Född i Sverige",108
"Lindesberg","18","män","Utrikes född",24
"Lindesberg","18","kvinnor","Född i Sverige",110
"Lindesberg","18","kvinnor","Utrikes född",29
"Lindesberg","19","män","Född i Sverige",107
"Lindesberg","19","män","Utrikes född",44
"Lindesberg","19","kvinnor","Född i Sverige",96
"Lindesberg","19","kvinnor","Utrikes född",25
"Lindesberg","20","män","Född i Sverige",96
"Lindesberg","20","män","Utrikes född",54
"Lindesberg","20","kvinnor","Född i Sverige",79
"Lindesberg","20","kvinnor","Utrikes född",30
"Lindesberg","21","män","Född i Sverige",110
"Lindesberg","21","män","Utrikes född",45
"Lindesberg","21","kvinnor","Född i Sverige",89
"Lindesberg","21","kvinnor","Utrikes född",25
"Lindesberg","22","män","Född i Sverige",117
"Lindesberg","22","män","Utrikes född",33
"Lindesberg","22","kvinnor","Född i Sverige",85
"Lindesberg","22","kvinnor","Utrikes född",26
"Lindesberg","23","män","Född i Sverige",85
"Lindesberg","23","män","Utrikes född",27
"Lindesberg","23","kvinnor","Född i Sverige",74
"Lindesberg","23","kvinnor","Utrikes född",30
"Lindesberg","24","män","Född i Sverige",113
"Lindesberg","24","män","Utrikes född",20
"Lindesberg","24","kvinnor","Född i Sverige",71
"Lindesberg","24","kvinnor","Utrikes född",16
"Lindesberg","25","män","Född i Sverige",105
"Lindesberg","25","män","Utrikes född",32
"Lindesberg","25","kvinnor","Född i Sverige",99
"Lindesberg","25","kvinnor","Utrikes född",18
"Skinnskatteberg","12","män","Född i Sverige",15
"Skinnskatteberg","12","män","Utrikes född",6
"Skinnskatteberg","12","kvinnor","Född i Sverige",18
"Skinnskatteberg","12","kvinnor","Utrikes född",3
"Skinnskatteberg","13","män","Född i Sverige",15
"Skinnskatteberg","13","män","Utrikes född",3
"Skinnskatteberg","13","kvinnor","Född i Sverige",21
"Skinnskatteberg","13","kvinnor","Utrikes född",3
"Skinnskatteberg","14","män","Född i Sverige",21
"Skinnskatteberg","14","män","Utrikes född",9
"Skinnskatteberg","14","kvinnor","Född i Sverige",27
"Skinnskatteberg","14","kvinnor","Utrikes född",4
"Skinnskatteberg","15","män","Född i Sverige",20
"Skinnskatteberg","15","män","Utrikes född",3
"Skinnskatteberg","15","kvinnor","Född i Sverige",20
"Skinnskatteberg","15","kvinnor","Utrikes född",2
"Skinnskatteberg","16","män","Född i Sverige",26
"Skinnskatteberg","16","män","Utrikes född",5
"Skinnskatteberg","16","kvinnor","Född i Sverige",25
"Skinnskatteberg","16","kvinnor","Utrikes född",2
"Skinnskatteberg","17","män","Född i Sverige",16
"Skinnskatteberg","17","män","Utrikes född",5
"Skinnskatteberg","17","kvinnor","Född i Sverige",14
"Skinnskatteberg","17","kvinnor","Utrikes född",2
"Skinnskatteberg","18","män","Född i Sverige",14
"Skinnskatteberg","18","män","Utrikes född",6
"Skinnskatteberg","18","kvinnor","Född i Sverige",20
"Skinnskatteberg","18","kvinnor","Utrikes född",6
"Skinnskatteberg","19","män","Född i Sverige",16
"Skinnskatteberg","19","män","Utrikes född",8
"Skinnskatteberg","19","kvinnor","Född i Sverige",14
"Skinnskatteberg","19","kvinnor","Utrikes född",3
"Skinnskatteberg","20","män","Född i Sverige",13
"Skinnskatteberg","20","män","Utrikes född",12
"Skinnskatteberg","20","kvinnor","Född i Sverige",10
"Skinnskatteberg","20","kvinnor","Utrikes född",4
"Skinnskatteberg","21","män","Född i Sverige",9
"Skinnskatteberg","21","män","Utrikes född",14
"Skinnskatteberg","21","kvinnor","Född i Sverige",11
"Skinnskatteberg","21","kvinnor","Utrikes född",1
"Skinnskatteberg","22","män","Född i Sverige",17
"Skinnskatteberg","22","män","Utrikes född",6
"Skinnskatteberg","22","kvinnor","Född i Sverige",21
"Skinnskatteberg","22","kvinnor","Utrikes född",0
"Skinnskatteberg","23","män","Född i Sverige",17
"Skinnskatteberg","23","män","Utrikes född",6
"Skinnskatteberg","23","kvinnor","Född i Sverige",10
"Skinnskatteberg","23","kvinnor","Utrikes född",0
"Skinnskatteberg","24","män","Född i Sverige",20
"Skinnskatteberg","24","män","Utrikes född",3
"Skinnskatteberg","24","kvinnor","Född i Sverige",19
"Skinnskatteberg","24","kvinnor","Utrikes född",1
"Skinnskatteberg","25","män","Född i Sverige",23
"Skinnskatteberg","25","män","Utrikes född",4
"Skinnskatteberg","25","kvinnor","Född i Sverige",16
"Skinnskatteberg","25","kvinnor","Utrikes född",3
"Surahammar","12","män","Född i Sverige",51
"Surahammar","12","män","Utrikes född",7
"Surahammar","12","kvinnor","Född i Sverige",46
"Surahammar","12","kvinnor","Utrikes född",9
"Surahammar","13","män","Född i Sverige",53
"Surahammar","13","män","Utrikes född",7
"Surahammar","13","kvinnor","Född i Sverige",49
"Surahammar","13","kvinnor","Utrikes född",11
"Surahammar","14","män","Född i Sverige",60
"Surahammar","14","män","Utrikes född",7
"Surahammar","14","kvinnor","Född i Sverige",57
"Surahammar","14","kvinnor","Utrikes född",5
"Surahammar","15","män","Född i Sverige",39
"Surahammar","15","män","Utrikes född",12
"Surahammar","15","kvinnor","Född i Sverige",46
"Surahammar","15","kvinnor","Utrikes född",1
"Surahammar","16","män","Född i Sverige",52
"Surahammar","16","män","Utrikes född",4
"Surahammar","16","kvinnor","Född i Sverige",54
"Surahammar","16","kvinnor","Utrikes född",11
"Surahammar","17","män","Född i Sverige",47
"Surahammar","17","män","Utrikes född",8
"Surahammar","17","kvinnor","Född i Sverige",55
"Surahammar","17","kvinnor","Utrikes född",4
"Surahammar","18","män","Född i Sverige",59
"Surahammar","18","män","Utrikes född",11
"Surahammar","18","kvinnor","Född i Sverige",41
"Surahammar","18","kvinnor","Utrikes född",11
"Surahammar","19","män","Född i Sverige",52
"Surahammar","19","män","Utrikes född",7
"Surahammar","19","kvinnor","Född i Sverige",52
"Surahammar","19","kvinnor","Utrikes född",12
"Surahammar","20","män","Född i Sverige",37
"Surahammar","20","män","Utrikes född",18
"Surahammar","20","kvinnor","Född i Sverige",32
"Surahammar","20","kvinnor","Utrikes född",4
"Surahammar","21","män","Född i Sverige",52
"Surahammar","21","män","Utrikes född",9
"Surahammar","21","kvinnor","Född i Sverige",26
"Surahammar","21","kvinnor","Utrikes född",7
"Surahammar","22","män","Född i Sverige",28
"Surahammar","22","män","Utrikes född",5
"Surahammar","22","kvinnor","Född i Sverige",27
"Surahammar","22","kvinnor","Utrikes född",4
"Surahammar","23","män","Född i Sverige",33
"Surahammar","23","män","Utrikes född",5
"Surahammar","23","kvinnor","Född i Sverige",35
"Surahammar","23","kvinnor","Utrikes född",4
"Surahammar","24","män","Född i Sverige",35
"Surahammar","24","män","Utrikes född",3
"Surahammar","24","kvinnor","Född i Sverige",33
"Surahammar","24","kvinnor","Utrikes född",2
"Surahammar","25","män","Född i Sverige",46
"Surahammar","25","män","Utrikes född",7
"Surahammar","25","kvinnor","Född i Sverige",47
"Surahammar","25","kvinnor","Utrikes född",8
"Kungsör","12","män","Född i Sverige",50
"Kungsör","12","män","Utrikes född",10
"Kungsör","12","kvinnor","Född i Sverige",47
"Kungsör","12","kvinnor","Utrikes född",6
"Kungsör","13","män","Född i Sverige",37
"Kungsör","13","män","Utrikes född",15
"Kungsör","13","kvinnor","Född i Sverige",30
"Kungsör","13","kvinnor","Utrikes född",4
"Kungsör","14","män","Född i Sverige",42
"Kungsör","14","män","Utrikes född",10
"Kungsör","14","kvinnor","Född i Sverige",38
"Kungsör","14","kvinnor","Utrikes född",14
"Kungsör","15","män","Född i Sverige",53
"Kungsör","15","män","Utrikes född",13
"Kungsör","15","kvinnor","Född i Sverige",44
"Kungsör","15","kvinnor","Utrikes född",13
"Kungsör","16","män","Född i Sverige",48
"Kungsör","16","män","Utrikes född",9
"Kungsör","16","kvinnor","Född i Sverige",40
"Kungsör","16","kvinnor","Utrikes född",12
"Kungsör","17","män","Född i Sverige",39
"Kungsör","17","män","Utrikes född",11
"Kungsör","17","kvinnor","Född i Sverige",36
"Kungsör","17","kvinnor","Utrikes född",8
"Kungsör","18","män","Född i Sverige",44
"Kungsör","18","män","Utrikes född",21
"Kungsör","18","kvinnor","Född i Sverige",46
"Kungsör","18","kvinnor","Utrikes född",8
"Kungsör","19","män","Född i Sverige",39
"Kungsör","19","män","Utrikes född",13
"Kungsör","19","kvinnor","Född i Sverige",33
"Kungsör","19","kvinnor","Utrikes född",3
"Kungsör","20","män","Född i Sverige",28
"Kungsör","20","män","Utrikes född",23
"Kungsör","20","kvinnor","Född i Sverige",26
"Kungsör","20","kvinnor","Utrikes född",12
"Kungsör","21","män","Född i Sverige",40
"Kungsör","21","män","Utrikes född",11
"Kungsör","21","kvinnor","Född i Sverige",30
"Kungsör","21","kvinnor","Utrikes född",9
"Kungsör","22","män","Född i Sverige",28
"Kungsör","22","män","Utrikes född",7
"Kungsör","22","kvinnor","Född i Sverige",20
"Kungsör","22","kvinnor","Utrikes född",6
"Kungsör","23","män","Född i Sverige",31
"Kungsör","23","män","Utrikes född",9
"Kungsör","23","kvinnor","Född i Sverige",22
"Kungsör","23","kvinnor","Utrikes född",11
"Kungsör","24","män","Född i Sverige",28
"Kungsör","24","män","Utrikes född",18
"Kungsör","24","kvinnor","Född i Sverige",21
"Kungsör","24","kvinnor","Utrikes född",7
"Kungsör","25","män","Född i Sverige",37
"Kungsör","25","män","Utrikes född",12
"Kungsör","25","kvinnor","Född i Sverige",35
"Kungsör","25","kvinnor","Utrikes född",12
"Hallstahammar","12","män","Född i Sverige",75
"Hallstahammar","12","män","Utrikes född",12
"Hallstahammar","12","kvinnor","Född i Sverige",57
"Hallstahammar","12","kvinnor","Utrikes född",20
"Hallstahammar","13","män","Född i Sverige",74
"Hallstahammar","13","män","Utrikes född",13
"Hallstahammar","13","kvinnor","Född i Sverige",67
"Hallstahammar","13","kvinnor","Utrikes född",15
"Hallstahammar","14","män","Född i Sverige",72
"Hallstahammar","14","män","Utrikes född",19
"Hallstahammar","14","kvinnor","Född i Sverige",86
"Hallstahammar","14","kvinnor","Utrikes född",17
"Hallstahammar","15","män","Född i Sverige",64
"Hallstahammar","15","män","Utrikes född",11
"Hallstahammar","15","kvinnor","Född i Sverige",88
"Hallstahammar","15","kvinnor","Utrikes född",13
"Hallstahammar","16","män","Född i Sverige",74
"Hallstahammar","16","män","Utrikes född",19
"Hallstahammar","16","kvinnor","Född i Sverige",72
"Hallstahammar","16","kvinnor","Utrikes född",14
"Hallstahammar","17","män","Född i Sverige",64
"Hallstahammar","17","män","Utrikes född",26
"Hallstahammar","17","kvinnor","Född i Sverige",71
"Hallstahammar","17","kvinnor","Utrikes född",21
"Hallstahammar","18","män","Född i Sverige",64
"Hallstahammar","18","män","Utrikes född",28
"Hallstahammar","18","kvinnor","Född i Sverige",63
"Hallstahammar","18","kvinnor","Utrikes född",13
"Hallstahammar","19","män","Född i Sverige",57
"Hallstahammar","19","män","Utrikes född",26
"Hallstahammar","19","kvinnor","Född i Sverige",72
"Hallstahammar","19","kvinnor","Utrikes född",14
"Hallstahammar","20","män","Född i Sverige",62
"Hallstahammar","20","män","Utrikes född",50
"Hallstahammar","20","kvinnor","Född i Sverige",50
