"region","kön","ålder","MedTyp","X2018"
"Leksand","män","16-19 år","Medelvärde",32.6
"Leksand","män","16-19 år","Median",16.7
"Leksand","män","totalt 20+ år","Medelvärde",327.8
"Leksand","män","totalt 20+ år","Median",313.6
"Leksand","män","20-24 år","Medelvärde",196.6
"Leksand","män","20-24 år","Median",199.1
"Leksand","kvinnor","totalt 16+ år","Medelvärde",246.6
"Leksand","kvinnor","totalt 16+ år","Median",230.9
"Leksand","kvinnor","16-19 år","Medelvärde",37.7
"Leksand","kvinnor","16-19 år","Median",23.1
"Leksand","kvinnor","totalt 20+ år","Medelvärde",256.8
"Leksand","kvinnor","totalt 20+ år","Median",239.1
"Leksand","kvinnor","20-24 år","Medelvärde",175.1
"Leksand","kvinnor","20-24 år","Median",178.5
"Leksand","totalt","totalt 16+ år","Medelvärde",279.2
"Leksand","totalt","totalt 16+ år","Median",261.1
"Leksand","totalt","16-19 år","Medelvärde",34.9
"Leksand","totalt","16-19 år","Median",20.2
"Leksand","totalt","totalt 20+ år","Medelvärde",292.1
"Leksand","totalt","totalt 20+ år","Median",272.5
"Leksand","totalt","20-24 år","Medelvärde",187
"Leksand","totalt","20-24 år","Median",185.4
"Rättvik","män","totalt 16+ år","Medelvärde",298.1
"Rättvik","män","totalt 16+ år","Median",285.5
"Rättvik","män","16-19 år","Medelvärde",29.5
"Rättvik","män","16-19 år","Median",16
"Rättvik","män","totalt 20+ år","Medelvärde",311.5
"Rättvik","män","totalt 20+ år","Median",295.1
"Rättvik","män","20-24 år","Medelvärde",229.4
"Rättvik","män","20-24 år","Median",233.4
"Rättvik","kvinnor","totalt 16+ år","Medelvärde",230.6
"Rättvik","kvinnor","totalt 16+ år","Median",209.1
"Rättvik","kvinnor","16-19 år","Medelvärde",35.6
"Rättvik","kvinnor","16-19 år","Median",21.4
"Rättvik","kvinnor","totalt 20+ år","Medelvärde",239.5
"Rättvik","kvinnor","totalt 20+ år","Median",218.2
"Rättvik","kvinnor","20-24 år","Medelvärde",180.4
"Rättvik","kvinnor","20-24 år","Median",201.9
"Rättvik","totalt","totalt 16+ år","Medelvärde",264.4
"Rättvik","totalt","totalt 16+ år","Median",247.9
"Rättvik","totalt","16-19 år","Medelvärde",32.4
"Rättvik","totalt","16-19 år","Median",18.7
"Rättvik","totalt","totalt 20+ år","Medelvärde",275.5
"Rättvik","totalt","totalt 20+ år","Median",257.2
"Rättvik","totalt","20-24 år","Medelvärde",207.9
"Rättvik","totalt","20-24 år","Median",217
"Orsa","män","totalt 16+ år","Medelvärde",274.7
"Orsa","män","totalt 16+ år","Median",266.8
"Orsa","män","16-19 år","Medelvärde",26
"Orsa","män","16-19 år","Median",8.6
"Orsa","män","totalt 20+ år","Medelvärde",290.4
"Orsa","män","totalt 20+ år","Median",280.3
"Orsa","män","20-24 år","Medelvärde",185.1
"Orsa","män","20-24 år","Median",170.8
"Orsa","kvinnor","totalt 16+ år","Medelvärde",227.9
"Orsa","kvinnor","totalt 16+ år","Median",213.1
"Orsa","kvinnor","16-19 år","Medelvärde",29.8
"Orsa","kvinnor","16-19 år","Median",17.7
"Orsa","kvinnor","totalt 20+ år","Medelvärde",238
"Orsa","kvinnor","totalt 20+ år","Median",222.4
"Orsa","kvinnor","20-24 år","Medelvärde",152.4
"Orsa","kvinnor","20-24 år","Median",152.1
"Orsa","totalt","totalt 16+ år","Medelvärde",251.7
"Orsa","totalt","totalt 16+ år","Median",238.4
"Orsa","totalt","16-19 år","Medelvärde",27.7
"Orsa","totalt","16-19 år","Median",10.6
"Orsa","totalt","totalt 20+ år","Medelvärde",264.5
"Orsa","totalt","totalt 20+ år","Median",250.1
"Orsa","totalt","20-24 år","Medelvärde",171.2
"Orsa","totalt","20-24 år","Median",163.8
"Älvdalen","män","totalt 16+ år","Medelvärde",282.5
"Älvdalen","män","totalt 16+ år","Median",277.6
"Älvdalen","män","16-19 år","Medelvärde",33.5
"Älvdalen","män","16-19 år","Median",14.3
"Älvdalen","män","totalt 20+ år","Medelvärde",297
"Älvdalen","män","totalt 20+ år","Median",290
"Älvdalen","män","20-24 år","Medelvärde",228.8
"Älvdalen","män","20-24 år","Median",256.5
"Älvdalen","kvinnor","totalt 16+ år","Medelvärde",232.9
"Älvdalen","kvinnor","totalt 16+ år","Median",216.5
"Älvdalen","kvinnor","16-19 år","Medelvärde",36.8
"Älvdalen","kvinnor","16-19 år","Median",16.2
"Älvdalen","kvinnor","totalt 20+ år","Medelvärde",242.8
"Älvdalen","kvinnor","totalt 20+ år","Median",227
"Älvdalen","kvinnor","20-24 år","Medelvärde",163.1
"Älvdalen","kvinnor","20-24 år","Median",163.5
"Älvdalen","totalt","totalt 16+ år","Medelvärde",258.5
"Älvdalen","totalt","totalt 16+ år","Median",246.4
"Älvdalen","totalt","16-19 år","Medelvärde",35
"Älvdalen","totalt","16-19 år","Median",15.3
"Älvdalen","totalt","totalt 20+ år","Medelvärde",270.6
"Älvdalen","totalt","totalt 20+ år","Median",257.4
"Älvdalen","totalt","20-24 år","Medelvärde",201.8
"Älvdalen","totalt","20-24 år","Median",215.8
"Smedjebacken","män","totalt 16+ år","Medelvärde",326.8
"Smedjebacken","män","totalt 16+ år","Median",323.1
"Smedjebacken","män","16-19 år","Medelvärde",30.4
"Smedjebacken","män","16-19 år","Median",8.7
"Smedjebacken","män","totalt 20+ år","Medelvärde",341.3
"Smedjebacken","män","totalt 20+ år","Median",333.3
"Smedjebacken","män","20-24 år","Medelvärde",226.1
"Smedjebacken","män","20-24 år","Median",233.5
"Smedjebacken","kvinnor","totalt 16+ år","Medelvärde",241.1
"Smedjebacken","kvinnor","totalt 16+ år","Median",224.9
"Smedjebacken","kvinnor","16-19 år","Medelvärde",27.3
"Smedjebacken","kvinnor","16-19 år","Median",7.3
"Smedjebacken","kvinnor","totalt 20+ år","Medelvärde",250.2
"Smedjebacken","kvinnor","totalt 20+ år","Median",232.9
"Smedjebacken","kvinnor","20-24 år","Medelvärde",166.6
"Smedjebacken","kvinnor","20-24 år","Median",170.5
"Smedjebacken","totalt","totalt 16+ år","Medelvärde",284.8
"Smedjebacken","totalt","totalt 16+ år","Median",270.6
"Smedjebacken","totalt","16-19 år","Medelvärde",29
"Smedjebacken","totalt","16-19 år","Median",7.8
"Smedjebacken","totalt","totalt 20+ år","Medelvärde",296.5
"Smedjebacken","totalt","totalt 20+ år","Median",280.9
"Smedjebacken","totalt","20-24 år","Medelvärde",199.7
"Smedjebacken","totalt","20-24 år","Median",198
"Mora","män","totalt 16+ år","Medelvärde",306.1
"Mora","män","totalt 16+ år","Median",299.7
"Mora","män","16-19 år","Medelvärde",28.2
"Mora","män","16-19 år","Median",9.9
"Mora","män","totalt 20+ år","Medelvärde",321
"Mora","män","totalt 20+ år","Median",309.5
"Mora","män","20-24 år","Medelvärde",204.5
"Mora","män","20-24 år","Median",201.7
"Mora","kvinnor","totalt 16+ år","Medelvärde",252.5
"Mora","kvinnor","totalt 16+ år","Median",236.7
"Mora","kvinnor","16-19 år","Medelvärde",33.2
"Mora","kvinnor","16-19 år","Median",19.5
"Mora","kvinnor","totalt 20+ år","Medelvärde",262.4
"Mora","kvinnor","totalt 20+ år","Median",247.2
"Mora","kvinnor","20-24 år","Medelvärde",171.1
"Mora","kvinnor","20-24 år","Median",168
"Mora","totalt","totalt 16+ år","Medelvärde",279.5
"Mora","totalt","totalt 16+ år","Median",268.4
"Mora","totalt","16-19 år","Medelvärde",30.4
"Mora","totalt","16-19 år","Median",14.1
"Mora","totalt","totalt 20+ år","Medelvärde",291.8
"Mora","totalt","totalt 20+ år","Median",278.8
"Mora","totalt","20-24 år","Medelvärde",190
"Mora","totalt","20-24 år","Median",185.6
"Falun","män","totalt 16+ år","Medelvärde",332.5
"Falun","män","totalt 16+ år","Median",319.9
"Falun","män","16-19 år","Medelvärde",25.4
"Falun","män","16-19 år","Median",8.3
"Falun","män","totalt 20+ år","Medelvärde",350.3
"Falun","män","totalt 20+ år","Median",331.4
"Falun","män","20-24 år","Medelvärde",185.1
"Falun","män","20-24 år","Median",172.1
"Falun","kvinnor","totalt 16+ år","Medelvärde",263.3
"Falun","kvinnor","totalt 16+ år","Median",248.9
"Falun","kvinnor","16-19 år","Medelvärde",28.8
"Falun","kvinnor","16-19 år","Median",10.6
"Falun","kvinnor","totalt 20+ år","Medelvärde",276
"Falun","kvinnor","totalt 20+ år","Median",260.9
"Falun","kvinnor","20-24 år","Medelvärde",152.1
"Falun","kvinnor","20-24 år","Median",138.7
"Falun","totalt","totalt 16+ år","Medelvärde",297.3
"Falun","totalt","totalt 16+ år","Median",283
"Falun","totalt","16-19 år","Medelvärde",27.1
"Falun","totalt","16-19 år","Median",9.1
"Falun","totalt","totalt 20+ år","Medelvärde",312.5
"Falun","totalt","totalt 20+ år","Median",294.9
"Falun","totalt","20-24 år","Medelvärde",169.4
"Falun","totalt","20-24 år","Median",155
"Borlänge","män","totalt 16+ år","Medelvärde",309.7
"Borlänge","män","totalt 16+ år","Median",304.5
"Borlänge","män","16-19 år","Medelvärde",29.4
"Borlänge","män","16-19 år","Median",4.4
"Borlänge","män","totalt 20+ år","Medelvärde",327.3
"Borlänge","män","totalt 20+ år","Median",320.2
"Borlänge","män","20-24 år","Medelvärde",189.3
"Borlänge","män","20-24 år","Median",167.5
"Borlänge","kvinnor","totalt 16+ år","Medelvärde",239.9
"Borlänge","kvinnor","totalt 16+ år","Median",228.2
"Borlänge","kvinnor","16-19 år","Medelvärde",27.2
"Borlänge","kvinnor","16-19 år","Median",7.9
"Borlänge","kvinnor","totalt 20+ år","Medelvärde",253.3
"Borlänge","kvinnor","totalt 20+ år","Median",241.8
"Borlänge","kvinnor","20-24 år","Medelvärde",157
"Borlänge","kvinnor","20-24 år","Median",143.8
"Borlänge","totalt","totalt 16+ år","Medelvärde",275.1
"Borlänge","totalt","totalt 16+ år","Median",264.6
"Borlänge","totalt","16-19 år","Medelvärde",28.3
"Borlänge","totalt","16-19 år","Median",6.8
"Borlänge","totalt","totalt 20+ år","Medelvärde",290.6
"Borlänge","totalt","totalt 20+ år","Median",278.2
"Borlänge","totalt","20-24 år","Medelvärde",174.6
"Borlänge","totalt","20-24 år","Median",154.2
"Säter","män","totalt 16+ år","Medelvärde",317.8
"Säter","män","totalt 16+ år","Median",313.6
"Säter","män","16-19 år","Medelvärde",29.2
"Säter","män","16-19 år","Median",8.7
"Säter","män","totalt 20+ år","Medelvärde",334
"Säter","män","totalt 20+ år","Median",325.1
"Säter","män","20-24 år","Medelvärde",197.1
"Säter","män","20-24 år","Median",193.6
"Säter","kvinnor","totalt 16+ år","Medelvärde",253.5
"Säter","kvinnor","totalt 16+ år","Median",240.3
"Säter","kvinnor","16-19 år","Medelvärde",34.1
"Säter","kvinnor","16-19 år","Median",15.8
"Säter","kvinnor","totalt 20+ år","Medelvärde",263.3
"Säter","kvinnor","totalt 20+ år","Median",249.5
"Säter","kvinnor","20-24 år","Medelvärde",152.9
"Säter","kvinnor","20-24 år","Median",139.8
"Säter","totalt","totalt 16+ år","Medelvärde",286.2
"Säter","totalt","totalt 16+ år","Median",275.6
"Säter","totalt","16-19 år","Medelvärde",31.4
"Säter","totalt","16-19 år","Median",10.2
"Säter","totalt","totalt 20+ år","Medelvärde",299.1
"Säter","totalt","totalt 20+ år","Median",286.3
"Säter","totalt","20-24 år","Medelvärde",176.9
"Säter","totalt","20-24 år","Median",170.6
"Hedemora","män","totalt 16+ år","Medelvärde",298.6
"Hedemora","män","totalt 16+ år","Median",290.3
"Hedemora","män","16-19 år","Medelvärde",26
"Hedemora","män","16-19 år","Median",5.3
"Hedemora","män","totalt 20+ år","Medelvärde",314.1
"Hedemora","män","totalt 20+ år","Median",302.4
"Hedemora","män","20-24 år","Medelvärde",202.2
"Hedemora","män","20-24 år","Median",207.9
"Hedemora","kvinnor","totalt 16+ år","Medelvärde",233.8
"Hedemora","kvinnor","totalt 16+ år","Median",217.5
"Hedemora","kvinnor","16-19 år","Medelvärde",26.7
"Hedemora","kvinnor","16-19 år","Median",7
"Hedemora","kvinnor","totalt 20+ år","Medelvärde",245.1
"Hedemora","kvinnor","totalt 20+ år","Median",227
"Hedemora","kvinnor","20-24 år","Medelvärde",141.6
"Hedemora","kvinnor","20-24 år","Median",119.9
"Hedemora","totalt","totalt 16+ år","Medelvärde",266.8
"Hedemora","totalt","totalt 16+ år","Median",252.9
"Hedemora","totalt","16-19 år","Medelvärde",26.3
"Hedemora","totalt","16-19 år","Median",5.9
"Hedemora","totalt","totalt 20+ år","Medelvärde",280.2
"Hedemora","totalt","totalt 20+ år","Median",264.5
"Hedemora","totalt","20-24 år","Medelvärde",177
"Hedemora","totalt","20-24 år","Median",162.5
"Avesta","män","totalt 16+ år","Medelvärde",310.4
"Avesta","män","totalt 16+ år","Median",301.8
"Avesta","män","16-19 år","Medelvärde",27.6
"Avesta","män","16-19 år","Median",8.5
"Avesta","män","totalt 20+ år","Medelvärde",325.2
"Avesta","män","totalt 20+ år","Median",313.7
"Avesta","män","20-24 år","Medelvärde",223.1
"Avesta","män","20-24 år","Median",227.1
"Avesta","kvinnor","totalt 16+ år","Medelvärde",235.5
"Avesta","kvinnor","totalt 16+ år","Median",219.2
"Avesta","kvinnor","16-19 år","Medelvärde",29.7
"Avesta","kvinnor","16-19 år","Median",11
"Avesta","kvinnor","totalt 20+ år","Medelvärde",245.2
"Avesta","kvinnor","totalt 20+ år","Median",228.3
"Avesta","kvinnor","20-24 år","Medelvärde",154.7
"Avesta","kvinnor","20-24 år","Median",146.2
"Avesta","totalt","totalt 16+ år","Medelvärde",273.5
"Avesta","totalt","totalt 16+ år","Median",257.1
"Avesta","totalt","16-19 år","Medelvärde",28.5
"Avesta","totalt","16-19 år","Median",9.4
"Avesta","totalt","totalt 20+ år","Medelvärde",285.7
"Avesta","totalt","totalt 20+ år","Median",268
"Avesta","totalt","20-24 år","Medelvärde",192.6
"Avesta","totalt","20-24 år","Median",190.8
"Ludvika","män","totalt 16+ år","Medelvärde",314.8
"Ludvika","män","totalt 16+ år","Median",307.2
"Ludvika","män","16-19 år","Medelvärde",27.8
"Ludvika","män","16-19 år","Median",7.9
"Ludvika","män","totalt 20+ år","Medelvärde",331.2
"Ludvika","män","totalt 20+ år","Median",321.6
"Ludvika","män","20-24 år","Medelvärde",218.1
"Ludvika","män","20-24 år","Median",233.1
"Ludvika","kvinnor","totalt 16+ år","Medelvärde",232.3
"Ludvika","kvinnor","totalt 16+ år","Median",211.3
"Ludvika","kvinnor","16-19 år","Medelvärde",30
"Ludvika","kvinnor","16-19 år","Median",8.7
"Ludvika","kvinnor","totalt 20+ år","Medelvärde",242.6
"Ludvika","kvinnor","totalt 20+ år","Median",222
"Ludvika","kvinnor","20-24 år","Medelvärde",153.3
"Ludvika","kvinnor","20-24 år","Median",149.1
"Ludvika","totalt","totalt 16+ år","Medelvärde",274.4
"Ludvika","totalt","totalt 16+ år","Median",257.3
"Ludvika","totalt","16-19 år","Medelvärde",28.8
"Ludvika","totalt","16-19 år","Median",8.1
"Ludvika","totalt","totalt 20+ år","Medelvärde",287.7
"Ludvika","totalt","totalt 20+ år","Median",270.1
"Ludvika","totalt","20-24 år","Medelvärde",189.4
"Ludvika","totalt","20-24 år","Median",190.6
"Ockelbo","män","totalt 16+ år","Medelvärde",289.2
"Ockelbo","män","totalt 16+ år","Median",276.9
"Ockelbo","män","16-19 år","Medelvärde",25.8
"Ockelbo","män","16-19 år","Median",4.5
"Ockelbo","män","totalt 20+ år","Medelvärde",302.4
"Ockelbo","män","totalt 20+ år","Median",288.7
"Ockelbo","män","20-24 år","Medelvärde",198.5
"Ockelbo","män","20-24 år","Median",196.9
"Ockelbo","kvinnor","totalt 16+ år","Medelvärde",229.1
"Ockelbo","kvinnor","totalt 16+ år","Median",206.3
"Ockelbo","kvinnor","16-19 år","Medelvärde",27
"Ockelbo","kvinnor","16-19 år","Median",5
"Ockelbo","kvinnor","totalt 20+ år","Medelvärde",237.2
"Ockelbo","kvinnor","totalt 20+ år","Median",213
"Ockelbo","kvinnor","20-24 år","Medelvärde",147.9
"Ockelbo","kvinnor","20-24 år","Median",124
"Ockelbo","totalt","totalt 16+ år","Medelvärde",260.1
"Ockelbo","totalt","totalt 16+ år","Median",241.5
"Ockelbo","totalt","16-19 år","Medelvärde",26.3
"Ockelbo","totalt","16-19 år","Median",4.5
"Ockelbo","totalt","totalt 20+ år","Medelvärde",270.7
"Ockelbo","totalt","totalt 20+ år","Median",250.5
"Ockelbo","totalt","20-24 år","Medelvärde",177.6
"Ockelbo","totalt","20-24 år","Median",164
"Hofors","män","totalt 16+ år","Medelvärde",312.8
"Hofors","män","totalt 16+ år","Median",312.6
"Hofors","män","16-19 år","Medelvärde",25.8
"Hofors","män","16-19 år","Median",4.5
"Hofors","män","totalt 20+ år","Medelvärde",330.2
"Hofors","män","totalt 20+ år","Median",330.2
"Hofors","män","20-24 år","Medelvärde",198.5
"Hofors","män","20-24 år","Median",183.3
"Hofors","kvinnor","totalt 16+ år","Medelvärde",244.3
"Hofors","kvinnor","totalt 16+ år","Median",225
"Hofors","kvinnor","16-19 år","Medelvärde",22.7
"Hofors","kvinnor","16-19 år","Median",4.5
"Hofors","kvinnor","totalt 20+ år","Medelvärde",254.5
"Hofors","kvinnor","totalt 20+ år","Median",233.7
"Hofors","kvinnor","20-24 år","Medelvärde",147.4
"Hofors","kvinnor","20-24 år","Median",127.3
"Hofors","totalt","totalt 16+ år","Medelvärde",279.6
"Hofors","totalt","totalt 16+ år","Median",263.8
"Hofors","totalt","16-19 år","Medelvärde",24.5
"Hofors","totalt","16-19 år","Median",4.5
"Hofors","totalt","totalt 20+ år","Medelvärde",293.2
"Hofors","totalt","totalt 20+ år","Median",276.8
"Hofors","totalt","20-24 år","Medelvärde",176.1
"Hofors","totalt","20-24 år","Median",149.9
"Ovanåker","män","totalt 16+ år","Medelvärde",285.8
"Ovanåker","män","totalt 16+ år","Median",292.2
"Ovanåker","män","16-19 år","Medelvärde",24.1
"Ovanåker","män","16-19 år","Median",7.1
"Ovanåker","män","totalt 20+ år","Medelvärde",300.1
"Ovanåker","män","totalt 20+ år","Median",302.3
"Ovanåker","män","20-24 år","Medelvärde",221.2
"Ovanåker","män","20-24 år","Median",250.1
"Ovanåker","kvinnor","totalt 16+ år","Medelvärde",228
"Ovanåker","kvinnor","totalt 16+ år","Median",213.4
"Ovanåker","kvinnor","16-19 år","Medelvärde",26.3
"Ovanåker","kvinnor","16-19 år","Median",11.3
"Ovanåker","kvinnor","totalt 20+ år","Medelvärde",238.6
"Ovanåker","kvinnor","totalt 20+ år","Median",224.1
"Ovanåker","kvinnor","20-24 år","Medelvärde",151.5
"Ovanåker","kvinnor","20-24 år","Median",140.6
"Ovanåker","totalt","totalt 16+ år","Medelvärde",257.8
"Ovanåker","totalt","totalt 16+ år","Median",251.4
"Ovanåker","totalt","16-19 år","Medelvärde",25.2
"Ovanåker","totalt","16-19 år","Median",8.9
"Ovanåker","totalt","totalt 20+ år","Medelvärde",270.2
"Ovanåker","totalt","totalt 20+ år","Median",262
"Ovanåker","totalt","20-24 år","Medelvärde",190.6
"Ovanåker","totalt","20-24 år","Median",196
"Nordanstig","män","totalt 16+ år","Medelvärde",286.2
"Nordanstig","män","totalt 16+ år","Median",280.9
"Nordanstig","män","16-19 år","Medelvärde",26.1
"Nordanstig","män","16-19 år","Median",5
"Nordanstig","män","totalt 20+ år","Medelvärde",300.2
"Nordanstig","män","totalt 20+ år","Median",292.7
"Nordanstig","män","20-24 år","Medelvärde",216.1
"Nordanstig","män","20-24 år","Median",226.4
"Nordanstig","kvinnor","totalt 16+ år","Medelvärde",226.9
"Nordanstig","kvinnor","totalt 16+ år","Median",211.9
"Nordanstig","kvinnor","16-19 år","Medelvärde",28.3
"Nordanstig","kvinnor","16-19 år","Median",5.2
"Nordanstig","kvinnor","totalt 20+ år","Medelvärde",235.9
"Nordanstig","kvinnor","totalt 20+ år","Median",219.2
"Nordanstig","kvinnor","20-24 år","Medelvärde",150
"Nordanstig","kvinnor","20-24 år","Median",138.7
"Nordanstig","totalt","totalt 16+ år","Medelvärde",257.5
"Nordanstig","totalt","totalt 16+ år","Median",244.7
"Nordanstig","totalt","16-19 år","Medelvärde",27.1
"Nordanstig","totalt","16-19 år","Median",5
"Nordanstig","totalt","totalt 20+ år","Medelvärde",269
"Nordanstig","totalt","totalt 20+ år","Median",254.1
"Nordanstig","totalt","20-24 år","Medelvärde",187.1
"Nordanstig","totalt","20-24 år","Median",178.8
"Ljusdal","män","totalt 16+ år","Medelvärde",284.6
"Ljusdal","män","totalt 16+ år","Median",271.3
"Ljusdal","män","16-19 år","Medelvärde",26.6
"Ljusdal","män","16-19 år","Median",7.9
"Ljusdal","män","totalt 20+ år","Medelvärde",300.5
"Ljusdal","män","totalt 20+ år","Median",283.5
"Ljusdal","män","20-24 år","Medelvärde",205.9
"Ljusdal","män","20-24 år","Median",221.8
"Ljusdal","kvinnor","totalt 16+ år","Medelvärde",229.4
"Ljusdal","kvinnor","totalt 16+ år","Median",213.6
"Ljusdal","kvinnor","16-19 år","Medelvärde",27.8
"Ljusdal","kvinnor","16-19 år","Median",11.2
"Ljusdal","kvinnor","totalt 20+ år","Medelvärde",239.8
"Ljusdal","kvinnor","totalt 20+ år","Median",222.8
"Ljusdal","kvinnor","20-24 år","Medelvärde",146.2
"Ljusdal","kvinnor","20-24 år","Median",136
"Ljusdal","totalt","totalt 16+ år","Medelvärde",257.4
"Ljusdal","totalt","totalt 16+ år","Median",243
"Ljusdal","totalt","16-19 år","Medelvärde",27.1
"Ljusdal","totalt","16-19 år","Median",8.7
"Ljusdal","totalt","totalt 20+ år","Medelvärde",270.4
"Ljusdal","totalt","totalt 20+ år","Median",253.2
"Ljusdal","totalt","20-24 år","Medelvärde",177.9
"Ljusdal","totalt","20-24 år","Median",181.7
"Gävle","män","totalt 16+ år","Medelvärde",329.6
"Gävle","män","totalt 16+ år","Median",318.1
"Gävle","män","16-19 år","Medelvärde",21.3
"Gävle","män","16-19 år","Median",3.7
"Gävle","män","totalt 20+ år","Medelvärde",347.8
"Gävle","män","totalt 20+ år","Median",332.6
"Gävle","män","20-24 år","Medelvärde",171.3
"Gävle","män","20-24 år","Median",147.9
"Gävle","kvinnor","totalt 16+ år","Medelvärde",255.8
"Gävle","kvinnor","totalt 16+ år","Median",237.9
"Gävle","kvinnor","16-19 år","Medelvärde",23.6
"Gävle","kvinnor","16-19 år","Median",5.7
"Gävle","kvinnor","totalt 20+ år","Medelvärde",268.6
"Gävle","kvinnor","totalt 20+ år","Median",250.6
"Gävle","kvinnor","20-24 år","Medelvärde",143.8
"Gävle","kvinnor","20-24 år","Median",123.4
"Gävle","totalt","totalt 16+ år","Medelvärde",292.3
"Gävle","totalt","totalt 16+ år","Median",274.7
"Gävle","totalt","16-19 år","Medelvärde",22.4
"Gävle","totalt","16-19 år","Median",5.5
"Gävle","totalt","totalt 20+ år","Medelvärde",307.7
"Gävle","totalt","totalt 20+ år","Median",288.8
"Gävle","totalt","20-24 år","Medelvärde",158.1
"Gävle","totalt","20-24 år","Median",134
"Sandviken","män","totalt 16+ år","Medelvärde",316.1
"Sandviken","män","totalt 16+ år","Median",302.8
"Sandviken","män","16-19 år","Medelvärde",23.6
"Sandviken","män","16-19 år","Median",2
"Sandviken","män","totalt 20+ år","Medelvärde",333.8
"Sandviken","män","totalt 20+ år","Median",322.5
"Sandviken","män","20-24 år","Medelvärde",187.8
"Sandviken","män","20-24 år","Median",170
"Sandviken","kvinnor","totalt 16+ år","Medelvärde",236
"Sandviken","kvinnor","totalt 16+ år","Median",218.3
"Sandviken","kvinnor","16-19 år","Medelvärde",23.4
"Sandviken","kvinnor","16-19 år","Median",4.7
"Sandviken","kvinnor","totalt 20+ år","Medelvärde",248.1
"Sandviken","kvinnor","totalt 20+ år","Median",229.5
"Sandviken","kvinnor","20-24 år","Medelvärde",142.4
"Sandviken","kvinnor","20-24 år","Median",123.7
"Sandviken","totalt","totalt 16+ år","Medelvärde",276.5
"Sandviken","totalt","totalt 16+ år","Median",256
"Sandviken","totalt","16-19 år","Medelvärde",23.5
"Sandviken","totalt","16-19 år","Median",3.6
"Sandviken","totalt","totalt 20+ år","Medelvärde",291.4
"Sandviken","totalt","totalt 20+ år","Median",269.4
"Sandviken","totalt","20-24 år","Medelvärde",166.6
"Sandviken","totalt","20-24 år","Median",145.2
"Söderhamn","män","totalt 16+ år","Medelvärde",296.4
"Söderhamn","män","totalt 16+ år","Median",281.2
"Söderhamn","män","16-19 år","Medelvärde",22.3
"Söderhamn","män","16-19 år","Median",6.7
"Söderhamn","män","totalt 20+ år","Medelvärde",311.6
"Söderhamn","män","totalt 20+ år","Median",292.9
"Söderhamn","män","20-24 år","Medelvärde",184.3
"Söderhamn","män","20-24 år","Median",172.2
"Söderhamn","kvinnor","totalt 16+ år","Medelvärde",233.5
"Söderhamn","kvinnor","totalt 16+ år","Median",214
"Söderhamn","kvinnor","16-19 år","Medelvärde",23.7
"Söderhamn","kvinnor","16-19 år","Median",7.7
"Söderhamn","kvinnor","totalt 20+ år","Medelvärde",243.4
"Söderhamn","kvinnor","totalt 20+ år","Median",222.6
"Söderhamn","kvinnor","20-24 år","Medelvärde",156.2
"Söderhamn","kvinnor","20-24 år","Median",154
"Söderhamn","totalt","totalt 16+ år","Medelvärde",265.2
"Söderhamn","totalt","totalt 16+ år","Median",248.3
"Söderhamn","totalt","16-19 år","Medelvärde",23
"Söderhamn","totalt","16-19 år","Median",7.5
"Söderhamn","totalt","totalt 20+ år","Medelvärde",277.6
"Söderhamn","totalt","totalt 20+ år","Median",258.4
"Söderhamn","totalt","20-24 år","Medelvärde",172
"Söderhamn","totalt","20-24 år","Median",163.6
"Bollnäs","män","totalt 16+ år","Medelvärde",290.7
"Bollnäs","män","totalt 16+ år","Median",280.6
"Bollnäs","män","16-19 år","Medelvärde",24.2
"Bollnäs","män","16-19 år","Median",4.5
"Bollnäs","män","totalt 20+ år","Medelvärde",305.8
"Bollnäs","män","totalt 20+ år","Median",292.5
"Bollnäs","män","20-24 år","Medelvärde",191.8
"Bollnäs","män","20-24 år","Median",192.4
"Bollnäs","kvinnor","totalt 16+ år","Medelvärde",232.7
"Bollnäs","kvinnor","totalt 16+ år","Median",216.1
"Bollnäs","kvinnor","16-19 år","Medelvärde",23.3
"Bollnäs","kvinnor","16-19 år","Median",5.4
"Bollnäs","kvinnor","totalt 20+ år","Medelvärde",243.2
"Bollnäs","kvinnor","totalt 20+ år","Median",226.5
"Bollnäs","kvinnor","20-24 år","Medelvärde",147.2
"Bollnäs","kvinnor","20-24 år","Median",145.4
"Bollnäs","totalt","totalt 16+ år","Medelvärde",261.6
"Bollnäs","totalt","totalt 16+ år","Median",247.5
"Bollnäs","totalt","16-19 år","Medelvärde",23.8
"Bollnäs","totalt","16-19 år","Median",4.5
"Bollnäs","totalt","totalt 20+ år","Medelvärde",274.3
"Bollnäs","totalt","totalt 20+ år","Median",258.7
"Bollnäs","totalt","20-24 år","Medelvärde",171.3
"Bollnäs","totalt","20-24 år","Median",164
"Hudiksvall","män","totalt 16+ år","Medelvärde",312.5
"Hudiksvall","män","totalt 16+ år","Median",297.3
"Hudiksvall","män","16-19 år","Medelvärde",23.6
"Hudiksvall","män","16-19 år","Median",5.4
"Hudiksvall","män","totalt 20+ år","Medelvärde",329.8
"Hudiksvall","män","totalt 20+ år","Median",310.2
"Hudiksvall","män","20-24 år","Medelvärde",199.4
"Hudiksvall","män","20-24 år","Median",203.9
"Hudiksvall","kvinnor","totalt 16+ år","Medelvärde",246.9
"Hudiksvall","kvinnor","totalt 16+ år","Median",230.8
"Hudiksvall","kvinnor","16-19 år","Medelvärde",26.3
